Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Garde Mol'dar,"Mol'dar est un garde gordok à la loyauté zélée, convaincu que le roi Gordok lui a fait don d'une paire de gants enchantés qui lui ont permis de devenir le champion de bras de fer de son clan six années consécutives. En réalité, le roi n'avait fait que les jeter pour s'en débarrasser, et Mol'dar s'est trouvé les ramasser le premier.",0.695355,0.760246,411,1277,362,10,4740,235,0,0,-1
Kreeg le Marteleur,"À plus d'une occasion, les assassins les plus furtifs ont trouvé la mort après avoir malencontreusement trébuché sur la chope de bière de Kreeg. Cet Ogre est souvent ivre mort pendant son tour de garde, mais rien ne le plonge dans une fureur dévastatrice plus rapidement que le bruit de son précieux breuvage en train de se répandre sur le sol.",0.612022,0.692623,412,1277,363,11,4734,235,0,0,-1
Garde Fengus,"Depuis que Cho'Rush l'Observateur lui a dit qu'il était destiné à rencontrer une compagne pendant une patrouille, Fengus passe le plus clair de son temps à arpenter consciencieusement le territoire du clan Gordok.",0.494536,0.780738,413,1277,364,12,4725,235,0,2,3
Garde Slip'kik,"Certains peuvent penser que Slip'kik est un garde très prudent, mais il est surtout très paresseux. Plutôt que de défier le roi Gordok directement, il bricole des pièges et retape de vieux objets magiques abîmés dans l'espoir de délivrer un jour un coup mortel sans prendre le moindre risque ni fournir le moindre effort.",0.266393,0.571721,414,1277,365,13,4716,235,0,2,3
Capitaine Kromcrabouille,"Même parmi les Ogres, le capitaine Kromcrabouille est connu pour sa hargne envers quiconque ose manquer de respect à lui ou au roi Gordok. Il écrase impitoyablement le moindre signe de sédition, et montre encore moins de patience envers ceux qui continuent à propager la rumeur de sa torride liaison avec un Gnoll il y a bien des années.",0.318306,0.506148,415,1277,366,14,4705,235,0,2,3
Cho'Rush l'Observateur,"Cho’Rush ne prend normalement pas parti mais, quand Ulrok a commencé son ascension au pouvoir, il est vite devenu évident que personne ne pourrait lui résister. Le nouveau roi a rapidement nommé Cho’Rush aux plus hautes responsabilités, pensant que ses deux têtes en feraient un conseiller deux fois plus avisé que les autres Ogres.",0.319542,0.303693,416,1277,367,15,4673,235,0,0,-1
Roi Gordok,"Pour diriger la tribu des Ogres gordok, il suffit de s’en proclamer roi… et de se débarrasser de tous les protestataires. Le roi Gordok, alors connu sous le nom d’Ulrok, consolida son pouvoir en convaincant une dizaine de ses guerriers les plus costauds de défier le roi en même temps. La grande mêlée fit de nombreuses victimes, et la lame d’Ulrok vint achever rapidement les survivants, ainsi que le roi, épuisé par la bataille. Depuis, les Gordok parlent de cet épisode comme du « Jour du Sang ».",0.319544,0.229482,417,1277,368,16,4666,235,0,0,-1
Disperseur de foule 9-60,"Autrefois, les inventeurs cherchaient à sortir du rang en faisant s’affronter leurs créations. Le mekgénieur Orguignard Odipnoticus a un jour construit un robot imbattable qui lui valut le respect de la cour. Thermojoncteur lui a alors dérobé ses plans et a construit une version géante du robot, qu’il a lâchée dans la nature. Les ravages qui ont suivi ont conduit le conseil dirigeant à bannir l’innocent Odipnoticus. Le Disperseur de foule 9-60 reste l’une des inventions (volées) préférées de Thermojoncteur.",0.431694,0.883197,418,231,381,4,4670,228,0,0,-1
Grubbis,"Le gaz radioactif qui envahit Gnomeregan devait déclencher la fureur des Troggs et tuer les Gnomes. Mais un Trogg y a étrangement réagi : Grubbis. Il a grandi, grandi et encore grandi. Thermojoncteur n’avait pas prévu cet effet secondaire, mais il ne gâcherait jamais une si précieuse et dangereuse ressource. Aujourd’hui, le Trogg géant patrouille dans les tunnels de la ville. Mâchouilleur, son basilic, l’aide à détecter les fuites de gaz, les champignons comestibles, et les intrus encore plus comestibles.",0.778688,0.670082,419,231,379,1,4690,226,0,0,-1
Retombée visqueuse,"Les canaux de Gnomeregan, jadis solides et d'une élégante complexité, ne sont plus aujourd'hui qu'une ruine radioactive remplie de gelée toxique. Un élémentaire d'eau solitaire qui vivait dans la nappe phréatique des Gnomes a été pris au piège par la pollution, et les radiations l'ont corrompu. Livré à la souffrance et à la colère, il erre dans les salles de Gnomeregan, incarnation liquide de l'infâme poison de la trahison de Thermojoncteur.",0.759563,0.465164,420,231,378,2,4691,227,0,0,-1
Electrocuteur 6000,"Le mekgénieur Thermojoncteur n’est pas un Gnome patient. Plutôt que de soumettre ses inventions à des séries de tests pour en vérifier la sûreté et l’efficacité, il les relâche le plus vite possible et passe au projet suivant. L’Électrocuteur 6000 était sa première tentative de domestiquer l’électricité en tant qu’arme sur un mécano-tank à turbocompresseur. Le lieutenant Tom « Miches en feu » Letordu, seul soldat à jamais avoir survécu à son pilotage, est devenu une figure héroïque chez les Gnomes lépreux.",0.243169,0.684426,421,231,380,3,4692,227,0,0,-1
Mekgénieur Thermojoncteur,"Assassin, traître et auto-proclamé roi des Gnomes, le mekgénieur Psiko Thermojoncteur règne sur les salles radioactives de Gnomeregan d’une défectueuse main de fer. Ses sujets sont nombreux, cruels, et assez fous pour défendre leur roi dément contre toute intrusion du monde extérieur. C’est sa folie qui le rend si dangereux : il est assez rusé pour détruire tout ce qui l’entoure sans le moindre égard pour sa propre vie. Ce n’est pas pour rien que même les monstres de Gnomeregan ont peur de lui.",0.311475,0.303279,422,231,382,5,4702,229,0,0,-1
Noxcion,"Noxcion est une incarnation de la corruption. Theradras, souffrant de sa solitude, a ordonné à son allié le seigneur Vylelangue de créer cet élémentaire putride pour lui servir de serviteur et de familier. Noxcion répand son essence toxique dans les zones de Maraudon qui n'ont pas encore été flétries par l'influence maléfique de la princesse.",0.362022,0.0983607,423,232,422,1,4709,280,0,0,-1
Tranchefouet,"Tranchefouet a été créé pour accompagner Noxcion dans Maraudon. Avec le temps, il est devenu l'un des serviteurs préférés de la princesse. Il arpente les cavernes aux côtés de Noxcion et utilise ses lianes hérissées de piquants pour réduire en lambeaux les plantes non corrompues qu'il trouve sur son chemin.",0.166667,0.344262,424,232,423,2,4713,280,0,0,-1
Bricoleur Kadenaz,"Le bricoleur Kadenaz, accompagné de cinq autres Gobelins chasseurs de gemmes, s'est introduit dans Maraudon pour en extraire les précieux cristaux. Leur plan a vite tourné au désastre et des Satyres ont massacré tous les membres du groupe sauf lui. Coincé dans les cavernes et poussé à la folie, il se voit aujourd'hui comme le nouveau monarque de ces souterrains.",0.509563,0.530738,425,232,427,3,4721,280,0,0,-1
Subjugateur Kor’ul,"Le Marteau du crépuscule a ordonné à son redoutable massacreur, le subjugateur Kor’ul, de débarrasser les grottes de tout ce qui échappe à leur emprise. Gelihast a été le premier à succomber sous les coups de Kor’ul, qui a ensuite pris le contrôle des Murlocs habitant sous terre. Kor’ul a exposé le cadavre de Gelihast comme preuve de sa domination et utilise maintenant les Murlocs pour s’emparer des possessions de quiconque périt dans ces grottes.",0.543284,0.564179,426,227,1669,3,9480,221,0,0,-1
Seigneur Vylelangue,"Le seigneur satyre Vylelangue s'est rendu dans les profondeurs de Maraudon après avoir eu vent de la corruption qui y régnait. Theradras se méfiait de sa ruse démoniaque, mais il a su prouver sa valeur en créant pour la princesse d'infâmes serviteurs comme Noxcion ou Tranchefouet.",0.378415,0.704918,427,232,424,4,4730,280,0,0,-1
Celebras le Maudit,"Lorsqu'il a appris le destin tragique de Zaetar, le noble Celebras a juré de libérer l'esprit de son oncle. Mais il n'était pas préparé à affronter les horreurs qui l'attendaient dans les sombres couloirs de Maraudon. L'énergie ténébreuse l'a rapidement submergé et a empli son cœur d'une rage incontrôlable.",0.245902,0.143443,428,232,425,5,4745,281,0,0,-1
Glissement de terrain,"Pendant de nombreuses années, le géant des montagnes appelé Glissement de terrain a cultivé ses jardins de cristaux étincelants dans Maraudon. Mais en s'installant dans les profondeurs, Theradras l'a ensorcelé, et le jadis paisible géant ne vit aujourd'hui plus que pour servir sa nouvelle et tyrannique maîtresse.",0.40847,0.487705,429,232,426,6,4749,281,0,0,-1
Grippe-charogne,"On raconte que Grippe-charogne hante les eaux souterraines de Maraudon depuis des millénaires. Le célèbre chasseur nain Hemet Nesingwary a un jour proclamé que cette bête légendaire n'existait pas, et de nombreux trappeurs amateurs ont relevé le défi en partant à sa recherche. Aucun n'est jamais revenu.",0.413934,0.817623,430,232,428,7,4757,281,0,0,-1
Princesse Theradras,"Seule fille de Therazane la Pierre-Mère, l'élémentaire de terre Theradras réside au cœur de Maraudon. Sous l'influence des Dieux très anciens, elle a transformé son foyer en un antre de corruption et de souffrance. Certains disent que ses abjects pouvoirs sont liés à l'esprit de son amant décédé, Zaetar. Si c'est vrai, offrir le repos au gardien du bosquet pourrait être le seul moyen de purifier Maraudon.",0.258197,0.788934,431,232,429,8,4759,281,0,0,-1
Mordresh Oeil-de-Feu,"Le nécrorateur Noirépine a utilisé la magie nécromantique pour raviver les flammes de Mordresh Œil-de-feu et le ramener parmi les Morts-vivants.

Ancien chaman, Mordresh peut contrôler les éléments. Il carbonise et écorche tous ceux qui tentent d’entraver la mission du nécrorateur.",0.860656,0.467213,433,233,1663,2,4767,300,0,0,-1
Domina,"Suite à l’échec de la protection magique de dame Sarevess, Domina a sacrifié la Naga pour accomplir son propre rituel magique. Contrairement à dame Sarevess, Domina, maîtresse des ténèbres, ne craint pas Aku’mai et livre d’innombrables innocents à la bête pour obtenir les faveurs des Dieux très anciens.",0.11194,0.389552,436,227,1668,2,9476,221,0,0,-1
Seigneur du Crépuscule Bathiel,"Le Marteau du crépuscule ne tolère pas l’échec, c’est pourquoi le premier ordre du seigneur du Crépuscule Bathiel, lorsqu’il a pris le contrôle des profondeurs de Brassenoire, a été de jeter le seigneur Kelris en pâture à Aku’mai. À présent, cet ascendant élémentaire met sa puissance incommensurable au service de la bête des Dieux très anciens pour plonger le monde dans les ténèbres.",0.52388,0.808209,437,227,1671,7,9507,222,0,0,-1
Chanteloge Forrestin,"L'Épuration de Stratholme a coûté la vie à d'innombrables gens dont le seul crime était d'habiter la ville condamnée. Un chanteur et flûtiste ambulant nommé Forrestin comptait au nombre de ces victimes innocentes. Dans la mort, il continue à errer dans la ville, incapable d'accepter le tragique destin qui fut le sien.",0.605191,0.327,443,236,473,0,4794,317,0,0,-1
Aku'mai,"Aku'mai, une créature ancienne et malveillante, porte en lui une petite fraction du pouvoir des Dieux très anciens. La férocité aveugle et l'insatiable appétit pour la chair humaine de cette hydre à trois têtes sont effrayants, mais le Marteau du crépuscule la vénère comme signe divin du retour prochain de leurs dieux.",0.855224,0.864179,444,227,1672,8,9442,222,0,0,-1
Timmy le Cruel,"Timmison était connu pour sa sauvagerie sur le champ de bataille. Certains disent que sa cruauté lui venait des brimades constantes qu'il avait endurées étant enfant. Aujourd'hui relevé comme monstre du Fléau, l'esprit déchiré, il vit dans le tourment de ces tragiques souvenirs qui l'obligent à répondre au nom qu'il détestait jadis : Timmy.",0.495009,0.18,445,236,474,3,4799,317,0,0,-1
Willey Mutilespoir,"C'est avec délectation que Balnazzar a étoffé les talents destructeurs de Willey en lui offrant le don de non-mort, le renommant au passage Mutilespoir. Il savoure la douce ironie d'avoir pu faire du fidèle canonnier et d'autres croisés écarlates, qui nourrissaient un tel mépris pour les Morts-vivants, des pions serviles.",0.0428242,0.51,446,236,475,5,4805,317,0,0,-1
Gardien des profondeurs,"Sous les ruines maudites d’Écrin-de-Lune, des créatures anciennes se disputent le territoire. Le vieux Serra’kis a été extirpé des ruines par le gardien des profondeurs, venu en quête de nouvelles terres à coloniser. Le gardien surveille maintenant des milliers d’œufs jusqu’à leur éclosion, avant de se diriger vers les eaux d’Azeroth.",0.586567,0.308955,447,227,1676,5,9502,223,0,0,-1
Instructeur Galford,"C'est avec une grande fierté que Galford veillait sur les ouvrages les plus précieux de la Croisade. Mais dans son dernier souffle, il a vu avec horreur ses précieux livres partir en fumée tout autour de lui. Balnazzar a utilisé ce souvenir douloureux pour l'imprégner du pouvoir des flammes qui lui ont ôté la vie.",0.272333,0.75,448,236,477,6,4808,317,0,0,-1
Balnazzar,"Balnazzar n'a jamais connu la véritable mort, mais il a subi de cuisantes défaites. Après le cataclysme qui a déchiré le monde, il a massacré les croisés écarlates de Stratholme et les a fait rejoindre les rangs des Morts-vivants qu'ils haïssaient tant. Aujourd'hui, il met au point ses projets de vengeance contre Azeroth.",0.204918,0.818,449,236,478,7,4828,317,0,0,-1
Le Condamné,"Lylia avait mis sa lame au service de la justice pour son peuple. Lorsque Arthas a ordonné à ses troupes de purger la ville, elle a perdu la raison en voyant tant d'innocents périr de sa main. Elle s'est donné la mort pour échapper à la folie qui l'entourait, et hante désormais les ruines sous la forme d'un spectre en attente éternelle d'un impossible pardon pour ses crimes atroces.",0.734973,0.204,450,236,472,1,4833,317,0,0,-1
Baronne Anastari,"De son vivant, Anastari s'emparait de tout ce qu'elle voulait, quel qu'en soit le prix. La mort n'a rien changé. Une fois son âme arrachée de son corps, elle est devenue une banshee, et son amour des possessions matérielles a fait place à une avidité bien plus sinistre.",0.745902,0.469262,451,1292,479,0,4841,318,0,0,-1
Nerub'enkan,"Nerub'enkan était l'une des guerrières nérubiennes les plus redoutables de la guerre de l'Araignée. Elle finit par succomber à ses blessures, et fut ramenée à la non-mort comme servante du Fléau. Aujourd'hui, elle garde une ziggourat de Stratholme avec la même férocité que lorsqu'elle défendait son pays de son vivant.",0.572404,0.461065,452,1292,480,1,4845,318,0,0,-1
Maleki le Blafard,"Le mage Maleki était parmi les premières recrues du Culte des damnés, et a montré un grand talent dans le contrôle du froid de la tombe. Guidé par son insatiable soif de puissance, il s'exerce avec ferveur à la pratique des arts occultes pour préparer le jour où il renaîtra sous la forme d'une liche.",0.674864,0.227459,453,1292,481,3,4851,318,0,0,-1
Magistrat Barthilas,"Barthilas faisait partie des innocents tués par Arthas et ses troupes durant l'Épuration de Stratholme. Le roi-liche a fini par relever le magistrat de la tombe pour en faire un imposant monstre mort-vivant, et lui a ordonné de veiller sur les ruines de son foyer.",0.56694,0.161885,454,1292,482,4,4855,318,0,0,-1
Ramstein Grandgosier,"Ramstein est l'une des abominations les plus tristement célèbres du Fléau, une horreur constituée des morceaux de nombreux cadavres et animée par une faim qui semble insatiable. Il a soumis d'innombrables innocents à des atrocités indescriptibles lors de l'invasion de Stratholme par l'armée du Fléau.",0.456284,0.198771,455,1292,483,5,4859,318,0,0,-1
Seigneur Aurius Vaillefendre,"La chute d'Aurius a été brutale. Après avoir échoué à assouvir sa vengeance contre son père corrompu, le baron Vaillefendre, l'ancien paladin ne connaît pas de repos dans la mort : il a été transformé en instrument du Fléau, le mal qu'il avait jadis juré d'anéantir.",0.386612,0.20082,456,1292,484,7,4862,318,0,0,-1
Avatar d'Hakkar,"Hakkar était connu pour les sacrifices qu'il exigeait de ses fidèles. Il y a bien des millénaires de cela, il a ordonné aux Atal'ai de nourrir son avatar avec le sang extrait rituellement des victimes. Les prêtres atal'ai veulent aujourd'hui faire grandir son avatar grâce à une version modifiée de ce rituel impliquant le sacrifice de dragons verts. S'ils réussissent, le retour de l'incarnation d'Hakkar pourrait marquer la fin d'Azeroth.",0.243169,0.459016,457,237,492,1,4903,220,0,0,-1
Jammal'an le Prophète,"Jammal'an est le chef actuel des Atal'ai, la secte de prêtres extrémistes qui vénèrent Hakkar. Dans ses méditations il a reçu des instructions visant à ressusciter son dieu grâce au sang de ses ennemis draconiques du Vol vert. Avec son garde du corps Ogom le Misérable, il est prêt à affronter quiconque voudrait empêcher le retour d'Hakkar, même si ses actes pourraient déchaîner sur Azeroth une puissance encore plus terrifiante : le Cauchemar d'émeraude.",0.760929,0.459016,458,237,488,2,4934,220,0,0,-1
Protecteurs du Rêve,"Quatre jeunes et prometteurs draconiens accompagnaient Eranikus lorsqu'il s'est aventuré dans le temple d'Atal'Hakkar, impatients de faire la preuve de leur valeur au service d'un si grand wyrm. Un par un, ils ont été capturés et corrompus par le Cauchemar d'émeraude, et ils hantent aujourd'hui les salles du temple Englouti, prêts à frapper quiconque envahirait leur rêve éveillé.",0.499151,0.870309,459,237,0,3,6114,220,0,0,-1
Ombre d'Eranikus,"Eranikus, jadis compagnon d'Ysera la Rêveuse, a été envoyé pour garder les ruines d'Atal'Hakkar et empêcher l'émergence d'Hakkar. Une fois dans le temple, lui et sa suite ont succombé à la corruption de ses forces ténébreuses, et il est devenu une ombre piégée entre le royaume du Rêve d'émeraude et la réalité physique. Malgré sa contamination, il conserve ses pouvoirs de dragon vert, et peut cracher de l'acide corrosif sur ses ennemis ou les plonger dans un profond sommeil.",0.670765,0.877049,463,237,493,7,4950,220,0,0,-1
Lardeur,"Condamné n°SC55 : Lardeur

Chefs d'accusation : Liste trop longue pour ce registre.

Emprisonner le chef rivepatte ne fut pas chose aisée. Le gardien y a en partie laissé la vue. Par peur que Lardeur réussisse un jour à s'échapper, Thelwater a autorisé sa mise à mort toutes affaires cessantes.",0.218579,0.262295,464,238,1144,1,4811,225,0,0,-1
Seigneur Surchauffe,"Condamné n°- : Seigneur Surchauffe.

Chefs d'accusation : Homicides multiples.

La catastrophe naturelle déclenchée par le cataclysme a entraîné l'irruption dans les cellules de puissants élémentaires qui ont massacré la moitié des prisonniers. L'élimination de cette menace incendiaire est indispensable au retour à l'ordre dans la prison.",0.784153,0.452869,465,238,1145,2,4814,225,0,0,-1
Randolph Moloch,"Condamné n°AC317 : Randolph Moloch.

Chefs d'accusation : Détournement de fonds, fraude, vol, homicide.

Moloch a été identifié comme l'instigateur de la révolte de la prison. Cependant, vu ses liens avec la Maison des nobles, le recours à la violence pouvant causer la mort n'est pas autorisé lors de son arrestation.",0.497268,0.221312,466,238,1146,3,4817,225,0,0,-1
Revelosh,"Certaines sommités de la Ligue des explorateurs ont élaboré une théorie sur un lien entre les ancêtres des Nains et les Troggs, prenant pour référence l’accumulation compulsive de reliques des Titans par les Troggs et la propre vénération des Nains pour de tels artéfacts. Si cela s’avère vrai, Le Trogg répondant au nom de Revelosh peut alors être considéré comme l’équivalent d’un archéologue pour les Troggs, bien que tout aventurier l’ayant rencontré parlerait plutôt de voleur.",0.534153,0.72541,467,239,547,1,4820,230,0,0,-1
Les nains perdus,"Recherchant la gloire, et plus important encore, la fortune, les trois frères, Eric, Olaf et Baelog, furent engagés par la Ligue des explorateurs pour creuser dans les profondeurs d’Uldaman et frayer un passage à une équipe de recherche. Mais pour ces trois nains, l’expédition prit une toute autre tournure, et ils se retrouvèrent piégés dans le dédale des salles antiques. Ils continuent pourtant de combattre la Horde, pour éviter que les secrets d’Uldaman et de la Ligue ne tombent entre de mauvaises mains.",0.584699,0.920082,468,239,548,2,4869,230,0,8,-1
Ironaya,"Les Titans n'ont pas bâti le complexe d'Uldaman eux-mêmes, mais ont eu recours à divers serviteurs pour en creuser les salles mégalithiques. Le Panthéon a confié à la veilleuse Ironaya la tâche de superviser la construction et la maintenance d'Uldaman mais, avec le passage du temps, le complexe jadis grandiose est tombé en ruine. Dans la salle des cartes, Ironaya a passé des millénaires en stase, analysant les plans jadis dessinés par Khaz'goroth pour trouver un moyen de rendre à Uldaman sa gloire passée.",0.372951,0.739754,469,239,549,3,4876,230,0,0,-1
Ancien gardien en pierre,"Des nombreux golems qui faisaient fonctionner le grand complexe des titans, l'ancien gardien de pierre faisait partie d'un petit groupe chargé d'assurer la liaison entre les guetteurs et leurs nombreux serviteurs. Depuis la corruption de la Sentinelle d'obsidienne il est le dernier de sa race, et, fidèle à son devoir, il protégera les secrets des titans du mieux qu'il peut jusqu'à sa désactivation.",0.47541,0.440574,470,239,551,5,4879,230,0,0,-1
Galgann Martel-de-Feu,"Suite à la découverte d'Uldaman par les nains Barbe-de-Bronze, le clan Sombrefer a lancé une invasion des cavernes pour empêcher ses ennemis ancestraux de s'emparer des puissantes reliques qu'elles abritaient. Galgann Martel-de-Feu, sénateur d'Ombreforge, a été envoyé pour superviser l'excavation d'Uldaman qui devait permettre à l'empereur de mettre la main sur le pouvoir destructeur de ces reliques et de l'utiliser contre les ennemis des Sombrefer.",0.26776,0.327869,471,239,552,6,4880,230,0,0,-1
Grimelok,"Dans la culture trogg, c'est souvent le plus grand, fort et cruel qui devient chef, grâce à ses démonstrations de puissance. Grimelok passe pour un génie, car il a su conserver le contrôle des Troggs cavepierres par l'intimidation et par ce qu'on pourrait décrire comme une forme peu évoluée de guerre psychologique. Ayant réussi à dresser un puissant basilic, il utilise des menaces de pétrification pour ramener tout concurrent potentiel dans le rang.",0.219945,0.256148,472,239,553,7,4886,230,0,0,-1
Archaedas,"Au fin fond d’Uldaman se trouve une salle abritant l’un des plus grands trésors des Titans, créé par Norgannon lui-même. Mais aucun explorateur n’a encore jamais réussi à accéder à cette relique, car toute tentative d’approche réveille le grand veilleur Archaedas, qui extermine facilement les chasseurs de trésors grâce à ses puissantes attaques et à sa véritable armée de serviteurs. Façonné dans la pierre la plus ancienne et solide des profondeurs d’Uldaman, Archaedas est aussi redoutable qu’il est ancien.",0.553279,0.504098,473,239,554,8,4894,231,0,0,-1
Dame Anacondra,"Dame Feuillerouge fut la première volontaire de l'expédition lancée par Naralex dans les Tarides. Quand les cauchemars de son maître ont déchiré son esprit, elle s'est donné un nouveau nom plus adapté au funeste avenir reptilien qu'elle prédisait désormais à Azeroth.",0.306011,0.430328,474,240,585,1,4954,279,0,0,-1
Seigneur Cobrahn,"Parmi les druides du Cercle cénarien, Jarlaxla était connu pour sa maîtrise des formes animales. Mais la corruption des cavernes des Lamentations a dénaturé son talent, et il a aujourd'hui développé une terrible forme serpentine et choisi le nouveau nom de Cobrahn en accord avec sa nouvelle et terrifiante puissance.",0.166667,0.567623,475,240,586,3,4958,279,0,0,-1
Seigneur Pythas,"Ami d'enfance de Naralex, Aryn le guerrier était un jeune prodige du druidisme. Mais malgré son entraînement, il n'a pu résister à la corruption qui lui a fait perdre la raison. Il a choisi le nom de Pythas, et allie son impressionnante maîtrise du combat aux techniques druidiques pour terrasser les intrus.",0.191257,0.395492,476,240,588,2,4965,279,0,0,-1
Kresh,"Habitante des cavernes des Lamentations depuis des temps immémoriaux, cette tortue géante en arpente paisiblement les souterrains, la force de son esprit lui ayant permis d'échapper aux impitoyables cauchemars de Naralex. Ne vous laissez pas abuser par son abord aimable : Kresh a su survivre aux nombreux aventuriers qui ont essayé de s'emparer de son immense carapace.",0.385246,0.360656,477,240,587,4,4969,279,0,0,-1
Skum,"Skum est entré dans les cavernes des Lamentations pour échapper à l'environnement hostile des Tarides. Comme la plupart des habitants des cavernes, il n'a pas tardé à succomber à la corruption. Aujourd'hui, il coule dans ses veines une énergie ténébreuse qui l'a irrémédiablement transformé en une bête impitoyable.",0.622951,0.743853,478,240,589,5,4970,279,0,0,-1
Seigneur Serpentis,"Le chef des Druides du Croc était autrefois le disciple le plus talentueux de Naralex. Sa chute tragique a été précipitée par son désir de devenir shan'do, ou « révéré maître », comme Naralex. Quand la folie s'est ancrée en lui, Serpentis a rallié des frères et fondé les Druides du Croc.",0.61612,0.538935,479,240,590,6,4971,279,0,0,-1
Verdan l'Immortel,"Personne ne sait vraiment ce qu'était cette créature avant l'arrivée de Naralex dans les cavernes des Lamentations. Certains avancent qu'il en était le gardien originel. Quoi qu'il en soit, Verdan l'Immortel n'a pas pu résister à la corruption qui s'est emparée de son foyer. Il s'est allié aux druides déments et monte la garde contre quiconque essayerait de pénétrer dans son domaine.",0.554645,0.465164,480,240,591,7,4974,279,0,0,-1
Mutanus le Dévoreur,"Puisant dans les recoins les plus sombres de l'esprit perdu de Naralex, la corruption qui ternit le Rêve d'émeraude s'est manifestée sous la forme de ses plus grands ennemis : les Murlocs. L'abomination appelée Mutanus est apparue dans le monde réel pour dévorer tous ceux qui voudraient libérer Naralex des griffes du cauchemar.",0.345628,0.137295,481,240,592,8,4975,279,0,0,-1
Hydromancienne Velratha,"Chose rare pour une Trollesse furie-des-sables, l’hydromancienne Velratha a parcouru le monde pour recueillir des connaissances et des artéfacts afin de renforcer sa maîtrise des eaux sacrées de Zul’Farrak. Bien que les actions de l’hydromancienne lui vaillent de nombreuses critiques à l’étranger, elle considère son formidable pouvoir comme la justification de toutes ses actions.",0.328694,0.381156,482,241,593,1,4978,219,0,0,-1
Gahz'rilla,"Les légendes disent que Gahz'rilla était un des animaux de compagnie préférés des Dieux très anciens, voire une demi-déesse elle-même. Quoi qu'il en soit, les Trolls furie-des-sables vénèrent cette hydre monstrueuse depuis des milliers d'années. Mais ils ont appris à craindre sa colère glaçante et ne la réveillent que lorsqu'ils disposent d'assez d'offrandes sacrificielles pour contenter son féroce appétit.",0.280942,0.382783,483,241,594,4,4981,219,0,0,-1
Antu'sul,"Antu’sul aime que ses basilics sul’lithuz soient forts et féroces. Il les considère comme sa propre famille et abat quiconque leur fait du mal - même parmi ses frères trolls. Plutôt que d’offrir une sépulture digne à ceux qui osent s’opposer à lui, il les laisse en pâture à ses basilics.",0.646175,0.276639,484,241,595,1,4986,219,0,0,-1
Theka le Martyr,"Il y a bien longtemps, le martyr Theka trouva la mort durant la violente guerre qui opposa les qiraji aux Trolls, et c'est grâce à son sacrifice que Zul'Farrak est encore debout. Même dans la mort, il continue à veiller sur sa chère cité, et il est dit que les dizaines de guerriers insectes qui l'ont tué ont été maudits et condamnés à revivre à ses côtés sous la forme de serviles scarabées.",0.531421,0.262295,485,241,596,0,5005,219,0,0,-1
Féticheur Zum'rah,"Le puissant Loa Bwonsamdi veille sur les esprits des Trolls sombrelances, mais nombreux sont les morts de la tribu Furie-des-sables qui ne jouissent pas d'une telle protection dans l'au-delà. Ces esprits torturés obéissent à Zum'rah, un cruel féticheur qui use de sa magie maléfique pour asservir éternellement les morts de la cité.",0.442623,0.17623,486,241,597,2,5011,219,0,0,-1
Nekrum et Sezz’ziz,"Nekrum Mâchentrailles survit mystérieusement, longtemps après le terme de sa vie naturelle, et son corps en décomposition garde assez de force pour assister Sezz’ziz. Ensemble, les deux Trolls ont réuni des offrandes à la bête légendaire, Gahz'rilla, qui sommeille au cœur de la ville. Leurs disciples sont nombreux à attendre avec exaltation le réveil de la terrifiante hydre, et ils feront tout pour que le rituel soit mené à bien.",0.296448,0.17418,487,241,598,5,5019,219,0,0,-1
Chef Ukorz Scalpessable,"Le chef Ukorz Scalpessable a pour obsession de restaurer la gloire passée de sa tribu. Son enfance a été baignée d'histoires d'une époque où les Trolls régnaient sur leurs terres ancestrales sans que les Gobelins, Gnomes, pirates, Ogres ou autres intrus étrangers ne leur fassent de l'ombre. Il a fait appel à son fidèle compagnon Ruuzlu pour l'aider à écrire un nouveau chapitre de l'histoire des Furie-des-sables de la seule manière que connaît cette tribu : par la violence la plus brutale et irraisonnée.",0.422131,0.329918,489,241,600,8,29888,219,0,0,-1
Shirrak le Veillemort,"Shirrak fut créé par l’exarque Maladaar pour surveiller les esprits draeneï déchus qui errent dans les cryptes Auchenaï. Masse nécromantique faite d’yeux, de dents et de tentacules, ce mort-vivant absorbe l’énergie arcanique avec un appétit insatiable et interdira le passage aux vivants.",0.463115,0.680327,523,247,1890,1,5038,257,0,0,-1
Exarque Maladaar,"Dernier témoignage vivant de la grandeur passée d’Auchenaï, Maladaar est devenu fou après avoir perdu tout ce qui lui était cher. Obsédé par le devoir de mémoire qu’il a envers les siens, il a fini par acquérir une réelle maîtrise des arts sombres.",0.739071,0.508196,524,247,1889,2,5042,257,0,0,-1
Gardien des guetteurs Gargolmar,"Objet du mépris des habitants de l’Outreterre, Gargolmar est connu pour dévorer les cœurs de ceux qu’il attrape près de la citadelle des Flammes infernales, qu’ils aient eu l’intention d’y entrer ou non. Chargé de la défense des remparts par Kargath Lamepoing lui-même, le gardien des guetteurs Gargolmar accomplit son devoir de façon inflexible.",0.729508,0.313525,527,248,1893,1,5049,347,0,0,-1
