Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Krik'thir der Torwächter,"Die Tore von Azjol-Nerub hielten über Jahrhunderte jeder Herausforderung stand… bis zur Ankunft des Lichkönigs. Als Verhöhnung seiner Unfähigkeit zur Verteidigung seiner Heimat wurde Krik'thir als Untoter wiederbelebt und dazu genötigt, eben jene Tore zu bewachen, bei deren Verteidigung er als Lebender versagte.",0.501366,0.45082,585,272,1971,1,6073,159,0,0,-1
Hadronox,"Während des Untergangs von Azjol-Nerub ließen die Wesire der Neruber eine einzige Spinne frei, die einst heranwachsen sollte, um den unerbittlichen Streitkräften des Lichkönigs Einhalt zu gebieten. Hadronox wurde das Verlangen eingeimpft, die Toten zu rächen und seine Heimat von allen zu befreien, die sie bedrohen.",0.431694,0.594262,586,272,1972,2,6351,158,0,0,-1
Anub'arak,"Die Schicksale Azjol-Nerubs und Anub'araks sind schon lange untrennbar miteinander verbunden. Zu Lebzeiten war er der König des Reiches und im Tode sein Eroberer. Der Verräterkönig wurde vom Lichkönig damit beauftragt, sein altes Reich ein weiteres Mal zu beschützen und es wachsam gegen alle zu verteidigen, die es bedrohen.",0.621585,0.487705,587,272,1973,3,6355,157,0,0,-1
Trollgrind,"Die Drakkari gehörten zu den grimmigsten Trollstämmen, und Trollgrind war das beste Beispiel für die Grausamkeit des Stammes. Diese bullige Monstrosität fand heraus, dass seine viel gerühmte Wildheit gegen die des Lichkönigs verblasste, und dient nun als grausige Warnung an alle, die es wagen, Arthas' Herrschaft herauszufordern.",0.565574,0.182377,588,273,1974,1,6370,160,0,0,-1
Novos der Beschwörer,"Novos war immer schon ein Opportunist und suchte nach Möglichkeiten, sich über seine bodenständigen Genossen zu erheben. Der Kultist schnitt sich das Herz aus der Brust und bot das immer noch schlagende Organ seinem Meister als Geschenk dar, bevor er Sekunden später verstarb. Seine Initiative beeindruckte seinen Meister, der ihn für seine Tat in einen Lich verwandelte.",0.702186,0.479508,589,273,1976,2,6375,160,0,0,-1
König Dred,"Bei den Drakkari ist König Dred eine Legende. Es gibt Geschichten über ein Jagdrudel Trolle, das auf eine mächtige Bestie stieß, deren Lebensraum von der Seuche der Geißel heimgesucht worden war. Die Trolle zähmten den Teufelssaurier in dem Glauben, nur dieser würde ein Heilmittel gegen die grausame Krankheit besitzen, die ihr Volk vernichtete.",0.612022,0.862705,590,273,1977,3,6390,160,0,0,-1
Der Prophet Tharon'ja,"Nicht einmal die gestohlenen Kräfte eines Loas konnten sich dem Tod widersetzen, als die Geißel auf die Feste Drak'Tharon marschierte. Wo nun Legionen von Trollen vor dem Lichkönig abgeschlachtet wurden, prophezeit Tharon'ja seinem neuen Meister nur noch den Triumph.",0.476776,0.133197,591,273,1975,4,6396,161,0,0,-1
Slad'ran,"Slad'ran bereitete es keine Freude, den Loa zu opfern, dem er sein ganzes Leben lang gedient hatte. Als die Kräfte seines Gottes ihn durchfuhren, schwor der Hochprophet, dass die Geißel für die Gräueltaten büßen würde, zu denen die Drakkaritrolle gezwungen wurden.",0.539617,0.485656,592,274,1978,1,6411,154,0,0,-1
Koloss der Drakkari,"Die Trolle hatten schon seit Langem Mojo in ihrer Voodoomagie eingesetzt, doch war die Fusion dieser Magien in einem Golem ein revolutionärer Durchbruch. Ihr erster Erfolg führte zur Erschaffung zahlreicher Schildwachen, die alle von der ersten Schöpfung, dem Koloss, abstammen.",0.465847,0.655737,593,274,1983,2,6418,154,0,0,-1
Moorabi,"Die Drakkari wollten Mam'toth wegen seiner Kräfte opfern, doch vernichtete der Loa sich stattdessen selbst. Trotzdem entgingen Moorabi seine gottgleichen Kräfte nicht. Der Hochprophet trank vom Blut des Loas und nichts wird ihn mehr davon abhalten, dafür zu sorgen, dass Zul'Drak fest in Trollhänden verbleibt.",0.393442,0.489754,594,274,1980,3,6980,154,0,0,-1
Der wilde Eck,"Nach zahlreichen Versuchen, ihre fehlgeschlagenen Gorlocexperimente zu Waffen zu machen, sperrten die Drakkari sie weg. Als die Frosttrolle gegen die Geißel kämpften, die in ihre geliebte Heimat einfiel, warteten Eck und seine Untergebenen nur auf den Moment, in dem ihre Freiheit in greifbarer Nähe war.",0.251366,0.704918,595,274,1988,4,6664,154,0,2,2
Gal'darah,"Als die Geißel in die Nation von Zul'Drak einfiel, wandten sich die Drakkari an ihre Loa. Die Frosttrolle kamen nicht mit Flehen zu ihnen, sie kamen mit Klingen. Als das Blut aus ihrem ermordeten Gott Akali strömte, beanspruchten der Hochprophet Gal'darah und seine Verräter die Stärke des Loas für sich selbst.",0.465847,0.270492,596,274,1981,5,6989,154,0,0,-1
General Bjarngrim,"Die eisernen Streitkräfte von Loken sind Legion und ihr General, Bjarngrim, steht über allen. Als Vorhut in Lokens Hallen der Blitze gewährleistet der eiserne Kommandant, dass jeder, der die Domäne seines Meisters betritt, ausgelöscht wird.",0.435792,0.372951,597,275,1987,1,7724,138,0,0,-1
Volkhan,"Lokens mächtige Legionen sind ein Beweis für das handwerkliche Geschick seines Schmieds Volkhan. Unablässig erschafft er Soldaten, die für den gefallenen Bewahrer kämpfen. Erst wenn die Schöpfungen des Schmieds vor den zerquetschten Leichnamen ihrer Feinde stehen, wird seine Arbeit beendet sein.",0.377049,0.209017,598,275,1985,2,7042,139,0,0,-1
Ionar,"Loken verlässt sich bei der eigenen Verteidigung nicht auf seine eisernen Untergebenen. Der gefallene Bewahrer verlässt sich auf den Blitz selbst. Ionar und seine Gefolgsleute fanden im Tausch gegen ihre Treue und gegen die Bereitschaft, jeden zu erschlagen, der die Konfrontation mit ihrem neuen Meister sucht, Zuflucht in den Hallen der Blitze.",0.614754,0.77459,599,275,1984,3,7252,139,0,0,-1
Loken,"Azeroths Haupteinheit wurde die Aufgabe übertragen, Yogg-Saron sicher in seinem Gefängnis zu verwahren. Niemand hätte vorhersehen können, dass der Hüter, der die Welt vor der Böswilligkeit des Alten Gottes schützen sollte, für ihren Untergang verantwortlich sein würde.",0.189891,0.522541,600,275,1986,4,7258,139,0,0,-1
Falric,"Dieser Champion der Geißel gehörte zu den ersten Todesrittern, die von Arthas erschaffen wurden, nachdem er Frostgram an sich genommen hatte. Falric folgte seinem Prinzen ergeben auf eine von vornherein verlorene Kampagne nach Nordend, nur um mit dem Verrat des Prinzen belohnt zu werden, dem er sein ganzes Leben lang treu gedient hatte.",0.352459,0.75,601,276,1992,1,7265,185,0,0,-1
Marwyn,"Marwyn kannte Arthas sein ganzes Leben lang und sah diesen nicht nur als seinen Prinzen, sondern als einen wahren Freund. Als Arthas gen Nordend segelte, folgte ihm der Ritter ohne das kleinste Zögern. Obwohl sein Freund ihm eine verfluchte Runenklinge durch sein Herz stieß, fühlte Marwyn es trotzdem brechen, als er sah, was aus seinem Prinzen geworden war.",0.434426,0.627049,602,276,1993,2,7269,185,0,0,-1
Flucht vor Arthas,"Zwei Anführer wollten den Lichkönig im Einzelkampf besiegen, fanden jedoch schnell heraus, dass sie keine Chance gegen die Macht des einen wahren Königs hatten. Um ihrem Schicksal zu entgehen, versuchten sie, seinem Sanktum zu entfliehen. Arthas genoss jeden Moment ihrer sinnlosen Bemühungen. Vor dem Unausweichlichen gab es kein Entkommen.",0.105191,0.27459,603,276,1990,3,7273,185,0,0,-1
Krystallus,"Krieg wird nicht durch Macht alleine gewonnen, er wird durch Armeen gewonnen. Diese grundlegende Wahrheit inspirierte Loken, die Erschaffung loyaler Steinkonstrukte zu befehlen, die seine Legionen verstärken sollten. Krystallus wurde auserwählt, diese Operation zu überwachen und jeden Eindringling zu zermalmen, der den Prozess gefährdet.",0.401639,0.604508,604,277,1994,1,7285,140,0,0,-1
Maid der Trauer,"Loken befehligt die Streitkräfte von Ulduar, doch dienen ihm nicht alle aus freien Stücken. Die Maid der Trauer erhielt den Befehl, jeden zu vernichten, der die Hallen des Steins zurückzuerobern versucht. Sie trauert um ihre früheren Verbündeten, setzt ihre Befehle jedoch mit brutaler Zielstrebigkeit um. Selbst ihr Bedauern wurde im Laufe der Zeit zur Waffe umgeschmiedet.",0.502732,0.862705,605,277,1996,2,7290,140,0,0,-1
Tribunal der Zeitalter,"Abedneum, Kaddrak und Marnak bilden das Tribunal der Zeitalter. Sie sind die Bibliothekare der Scheiben der Titanen, die die uralten Geschichten von Azeroth enthalten. Die unbeweglichen Konstrukte geben die Geheimnisse der Titanen nicht leichtfertig preis, doch glauben Abenteurer wie der unerschrockene Brann Bronzebart, dass die Belohnung das Risiko wert ist.",0.845629,0.760246,606,277,1995,3,7294,140,0,0,-1
Sjonnir der Eisenformer,"Während einige der Verderbnis Lokens widerstanden, war Sjonnir der Eisenformer begierig, die Seelenschmiede einem dunkleren Zweck zuzuführen. Er hält seine neuen Kreationen den Irdenen gegenüber für weit überlegen und wird sie auf jeden loslassen, der Lokens Willen trotzt.",0.497268,0.137295,607,277,1998,4,7313,140,0,0,-1
Schmiedemeister Garfrost,"Garfrost hat einige der tödlichsten Waffen gefertigt, die die Geißel gegen die Lebenden eingesetzt hat. Er kann Saronit schnell zu fürchterlichen Instrumenten des Schmerzes und des Todes schmieden oder es einfach nach seinen Feinden werfen.",0.680328,0.553278,608,278,1999,1,7327,184,0,0,-1
Ick und Krick,"Der winzige Totenbeschwörer Krick hat die Aufsicht über die Arbeiter in der Grube von Saron. Von seiner sicheren Position auf dem Rücken des grauenhaften Ick aus kann er Gift, Sprengladungen und dunkle Magie gegen seine Feinde schleudern. Aus diesem Blickwinkel hat er auch die dunklen Geheimnisse der Eiskronenzitadelle erfahren, die den Lichkönig ins Wanken bringen könnten.",0.47541,0.397541,609,278,2001,2,7334,184,0,0,-1
Geißelfürst Tyrannus,"Der Todesritter Tyrannus wurde zum Geißelfürsten befördert, nachdem er den riesigen Garfrost erschlagen hatte. Seine Macht, seine Skrupellosigkeit und der Frostwyrm Raufang machen ihn zum perfekten Wächter der Grube von Saron und des Eingangs zu den Hallen der Reflexion.",0.441257,0.266394,610,278,2000,3,7340,184,0,0,-1
Fleischhaken,"Die Monstrositäten der Geißel haben seit der ersten Begegnung mit Prinz Arthas noch erheblich an Fürchterlichkeit gewonnen. Fleischhaken übertrifft andere an Stärke, Giftigkeit und Wendigkeit. Intelligenz war allerdings nie das Ziel der Totenbeschwörer bei der Erschaffung von Fleischhaken, allerdings benötigt er auch nur ein Grundmaß an Cleverness, um das zu tun, was er am besten kann.",0.56694,0.592213,611,279,2002,1,7361,131,0,0,-1
Salramm der Fleischformer,"Salramm der Fleischformer war einer der ersten Totenbeschwörer, die in den Hallen unter Scholomance ausgebildet wurden. Er sah Testsubjekte und Kommilitonen manchmal als kaum mehr an als interessante Ressourcen für seine Arbeit. Nun steht ihm die gesamte Bevölkerung von Stratholme für seine Experimente zur Verfügung... einschließlich lästiger Eindringlinge, die versuchen ihn aufzuhalten.",0.59153,0.401638,612,279,2004,2,7365,131,0,0,-1
Chronolord Epoch,"Der ewige Drachenschwarm wendet oft unauffällige Methoden an, um die Zeitlinien zu verändern und sollte dies aber in diesem Falle fehlschlagen, werden sie einen Attentäter schicken, der sich mit Arthas direkt auseinandersetzt. Wenig ist bekannt über die Agenten des ewigen Drachenschwarms, doch Chronolord Epoch ist jedoch äußerst geschickt im Umgang mit der Zeit, was ihn zu einem tödlichen Hindernis für Arthas' Zukunft macht.",0.65847,0.258197,613,279,2003,3,7371,131,0,0,-1
Mal'Ganis,"Das Schicksal Mal'Ganis' wurde bereits bestimmt. Arthas' Hass auf den Schreckenslord wird ihn nach Nordend führen und ihn veranlassen Frostgram an sich zu nehmen. Aber dies wird nur der Fall sein, wenn Mal'Ganis ihn für würdig befindet. Um Arthas Eignung zu beweisen und seinen Weg zum Frostthron zu ebnen, muss er Mal'Ganis' Ansturm überleben.",0.325136,0.459016,614,279,2005,4,7375,131,0,0,-1
Bronjahm,"Bronjahm diente dem Kult der Verdammten seit dessen Anfängen. Kel'Thuzad hat Bronjahm persönlich den Wert von Seelen vermittelt und ihn gelehrt, sie zu Treibstoff für die Motoren der Geißel zu verarbeiten. Er kann die Seelen seiner Gegner verderben und sie Stück für Stück aus ihnen herausreißen, was ihn zum idealen Wächter der Seelenschmiede des Lichkönigs macht.",0.435793,0.495902,615,280,2006,1,7380,183,0,0,-1
Verschlinger der Seelen,"Das dunkle Gewerbe, dem Bronjahm in der Seelenschmiede nachgeht, produziert gepeinigte, gespaltene Geister. Um deren Flucht zu verhindern und jeden Fetzen der Verdammten zu nutzen, erschuf der Lichkönig den Verschlinger der Seelen. Der Verschlinger der Seelen jagt verirrte Geister, verzehrt sie und zerbricht sie langsam im Innern seiner fürchterlichen Gestalt. Die verzehrten Seelen werden vor Qual und Leid wahnsinnig, doch der Hunger des Verschlingers ist niemals gestillt.",0.434426,0.120902,616,280,2007,2,7387,183,0,0,-1
Kommandant Starkbart,"Kommandant Starkbart führte seine Truppen gegen einige der gefährlichsten Feinde der Allianz. Die Hallen der Stasis mögen ihn vielleicht verlangsamt haben, doch der Anblick von Abenteurern der Horde wird ihn wieder in Gang bringen.",0.187159,0.506146,617,281,3017,1,6665,129,0,8,-1
Großmagistrix Telestra,"Großmagistrix Telestra soll Lehrmeisterin von Prinz Kael'thas gewesen sein. Obwohl sie die Allianz des Prinzen mit den Naga für töricht hielt, konnte sie Dalaran nicht bei der Gefangennahme ihres Volks unterstützen. Malygos musste sie nur an diesen Verrat erinnern, um sie als Ausbilderin für seine Magierjäger zu gewinnen.",0.275956,0.39959,618,281,2010,2,7392,129,0,0,-1
Anomalus,"Die Kanalisierung einer so großen Menge von Azeroths arkaner Energie durch den Nexus hat Risse in der Realität erzeugt. Während die Streitkräfte von Malygos versuchen, die einfallenden Kreaturen zurückzudrängen, hat die chaotische arkane Macht als Anomalus Gestalt angenommen. Wenn die Kreatur nicht aufgehalten wird, wird sie alles vernichten, was ihren Weg kreuzt.",0.620218,0.221312,619,281,2009,3,7405,129,0,0,-1
Ormorok der Baumformer,"Die unglaublichen arkanen Energien des Nexus haben die Singenden Gärten und ihre Wächter verwandelt. Der einfältige Verstand Ormoroks ist besessen von den Energien, die ihn verwandelten. Für diejenigen, die seine Reflexionen stören, hat er nur wenige Worte übrig, dafür aber einen Berg an Aggressionen.",0.562842,0.727459,620,281,2012,4,7416,129,0,0,-1
Keristrasza,"Malygos allein weiß, ob die Folter, die Keristrasza erleiden musste, Rache für den Tod von Saragosa war oder ein fehlgeleiteter Versuch, sie in eine Verbündete zu verwandeln. Unabhängig von seinen Absichten haben ihre Verbündeten die qualvollen Schreie und das verstörende Geflüster ihres dahinschwindenden Geistes vernommen.",0.362022,0.67418,621,281,2011,5,7422,129,0,0,-1
Drakos der Befrager,"Diejenigen, die Malygos' Gesetz gebrochen haben, könnten sich in den Klauen von Drakos wiederfinden. Nachdem er Keristrasza sicher im Nexus zurückgelassen hatte, kehrte Drakos zum Oculus zurück, um seine neueren Gefangenen einzusammeln: andere Drachen, die mit Malygos in Konflikt geraten waren. Er hält nicht viel von Rehabilitation und verwendet auch keine Metaphern. Seine Gefangenen müssen bestraft werden, und es gibt kein Entkommen.",0.491803,0.762295,622,282,528,1,7437,143,0,0,-1
Varos Wolkenwanderer,"Varos Wolkenwanderer hat die brutalen Angriffe auf den Wyrmruhpakt seit Beginn des Nexuskriegs koordiniert. Er wurde abberufen, um das Oculus zu bewachen, und hat bereits seine Hauptmänner und Drachen darauf vorbereitet. Varos hat darüber hinaus die Macht angezapft, die durch den Oculus selbst strömt, um seine Verteidigung zu stärken.",0.461749,0.192623,623,282,530,2,7440,144,0,0,-1
Magierlord Urom,"Urom verließ die Kirin Tor und gelobte Malygos die Treue, was diesen überaus erfreute. Der übergelaufene Magier ist ein unschätzbarer Gewinn für die blauen Drachen. Er kennt die Stärken und die Schwächen der Kirin Tor. Er weiß, wie sie denken. Und er wird dieses Wissen zu ihrer Vernichtung einsetzen.",0.70765,0.27459,624,282,533,3,7445,145,0,0,-1
Leywächter Eregos,"Sogar Helden geraten vor Eregos ins Zittern. Der Beschützer des Oculus, Verteidiger des Leylinienstroms und Henker von Eindringlingen erfüllt seine Aufgaben mit prophetischer Überzeugung und sichert die vollständige Herrschaft des Spruchwirkers über alles Arkane.",0.469945,0.209016,625,282,534,4,7448,146,0,0,-1
Erekem,"Unter den Insassen der Violetten Festung befinden sich die berüchtigtsten Kriminellen der Scherbenwelt. Erekem gehört ganz sicher dazu. Die Kirin Tor vereitelten seinen Plan, den Rat der Sechs zu meucheln, doch haben die blauen Drachen diesen heimtückischen Arakkoa jetzt rekrutiert, um ein noch ehrgeizigeres Ziel zu erreichen: die Auslöschung aller Magier in Dalaran.",0.275956,0.622951,626,283,0,1,7457,168,0,0,-1
Moragg,"Cyanigosa hat Moragg angeworben, damit dieser sie bei der Auslöschung der abtrünnigen Magier von Dalaran unterstützt. Dieser alptraumhafte Dämon diente einst der Brennenden Legion und vernichtete Sargeras' Feinde mit dem unheilvollen Starren seiner sieben Augen. Jetzt wird er den Helden von Azeroth beibringen, dass man die Violette Festung nicht einfach so betreten kann...",0.678962,0.528688,627,283,0,2,7470,168,0,0,-1
Ichoron,"Ein närrischer Lehrling beschwor diesen Klagegeist aus der Elementarebene, nur um herauszufinden, dass verstimmte Soldaten der Alten Götter schlechte Begleiter abgeben. Ichoron erschlug ihren Möchtegernmeister, verrottet seitdem in der Violetten Festung und giert danach, an ihren Kerkermeistern Vergeltung zu üben.",0.556011,0.403688,628,283,0,3,7475,168,0,0,-1
Xevozz,"Xevozz war ein Händler arkaner Waffen... bis die Kirin Tor herausfanden, dass er die Brennende Legion mit Waffen versorgte. Jetzt ist dieser kompromisslose Astrale mit der Ausführung seines Dreistufenplans beschäftigt: Vernichtung seiner Feinde, Flucht aus der Haft und die Wiederaufnahme der Geschäftsbeziehungen zu seinem größten Kunden.",0.330601,0.452869,629,283,0,4,7482,168,0,0,-1
Lavanthor,"Cyanigosa hat in ihrer kalten Durchtriebenheit das Inferno des Kernhunds entfesselt. Die Magi sperrten Lavanthor ein, um den Blutdurst des zweiköpfigen Schreckens zu zügeln, aber Jahre der Isolation haben nicht gerade dazu beigetragen, sein inneres Feuer zu löschen.",0.618852,0.75,630,283,0,5,7488,168,0,0,-1
Zuramat der Vernichter,"Einhundert der besten Dalaraner waren nötig, um Zuramat zu unterwerfen. Doppelt so viele waren nötig, um das Massaker auf dem Schlachtfeld aufzuräumen. Die Böswilligkeit des Vernichters gibt sogar dem verrückten Malygos zu denken, der vom Appetit des Leerenfürsten nach Magie angewidert ist. Aber gemeinsame Feinde bringen seltsame Bündnisse hervor.",0.271858,0.336066,631,283,0,6,7492,168,0,0,-1
Cyanigosa,"Malygos entschied sich bei der Ausführung seiner Machenschaften für Cyanigosa, da ihre Loyalität völlig außer Frage stand. Sie geriet nicht ins Wanken, als ihr Meister sich in den Wahnsinn zurückzog. Sie zögerte nicht, als er Azeroths Leylinien requirierte. Und sie wird nicht dabei versagen, jeden auszulöschen, der ihm trotzt.",0.45082,0.551229,632,283,2020,7,7497,168,0,0,-1
Großchampions,"Der Lichkönig ist unerbittlich und seine Armeen Untoter strömen herbei, um seine Gegner zu überwältigen. Zur Vorbereitung möglicher Champions gegen ihn präsentiert Hochlord Tirion Fordring einen Test des Mutes, der Ausdauer und des Zusammenspiels. Seine gestählten Veteranen werden diejenigen ausmerzen, deren schwacher Magen beim Anblick einer gefräßigen Schar Untoter rebelliert.",0.512295,0.526639,634,284,2022,2,7502,171,0,4,-1
Eadric der Reine,"Bevor Helden die Streitkräfte der Dunkelheit herausfordern können, müssen sie Agenten des Lichts besiegen. Hochlord Tirion Fordring hat einen Respekt einflößenden Paladin aus dem Argentumkreuzzug ausgewählt, um den Mut der Kämpfer zu prüfen. Eadric wird sich sehr bemühen, diejenigen auszusortieren, denen es an der moralischen Überzeugung mangelt, die Eiskronenzitadelle zu betreten.",0.513661,0.52459,635,284,2022,3,7570,171,0,0,-1
Argentumbeichtpatin Blondlocke,"Bevor Helden die Streitkräfte der Dunkelheit herausfordern können, müssen sie Agenten des Lichts besiegen. Hochlord Tirion Fordring hat eine Respekt einflößende Priesterin aus dem Argentumkreuzzug ausgewählt, um den Mut der Kämpfer zu prüfen. Blondlocke wird alles in ihrer Macht Stehende tun, um sicherzustellen, dass nur die mit starkem Glauben der Geißel gegenübertreten werden.",0.512295,0.528688,636,284,2022,4,7574,171,0,0,-1
Der Schwarze Ritter,"Der Lichkönig ist gerissen und wird seine Feinde durch Verrat stürzen. Zu diesem Zweck hat er den Schwarzen Ritter ausgesandt. Er soll vielversprechende Kandidaten aus der Armee von Hochlord Tirion Fordring eliminieren. Schon die alleinige Anwesenheit des Untoten schändet das Kolosseum der Kreuzfahrer. Diejenigen, die sich gegen ihn durchsetzen, werden ihren Wert beweisen.",0.513661,0.526639,637,284,2021,5,7582,171,0,0,-1
Prinz Keleseth,"Der Lichkönig hat Keleseth in der Hoffnung, das Zerstörungspotenzial der Vrykul nutzen zu können, zur Burg Utgarde geschickt. Bei seiner Ankunft fand der Gesandte ein Volk vor, das mehr als willig war, die Geißel zu unterstützen. Die Festung hat sich als ausgezeichneter Sammelpunkt erwiesen, um den Heulenden Fjord zu terrorisieren; daher hat Keleseth nicht die Absicht, sie an dreiste Eindringlinge zu verlieren.",0.289618,0.627049,638,285,2026,1,7601,133,0,0,-1
Skarvald und Dalronn,"Bei den Vrykul ist es Tradition, die zusammenkommen zu lassen, von denen man eine Zusammenarbeit nicht erwartet hätte. Einige sagen, dass sich unterschiedliche Fähigkeiten gegenseitig ergänzen sollen, andere sind der Meinung, dass es der Erheiterung von König Ymiron dient. Nichtsdestotrotz sind Skarvald und Dalronn ein perfektes Beispiel für diesen Brauch. Die Muskelkraft eines Vrykul und die nekromantischen Künste eines Menschen vereint bestrafen alle, die sich mit der Geißel anlegen.",0.587431,0.620901,639,285,2024,2,7609,134,0,0,-1
Ingvar der Brandschatzer,"Ingvars rohe Kraft ist sogar unter den Vrykul legendär. Es gibt Gerüchte, dass er einst König Ymiron in einem Handgemenge bezwungen haben soll. Die Wahrheit ist nicht bekannt, doch leben Vertreter dieser Geschichte nicht lange genug, um sie weiterzutragen. Ingvar hat dem Lichkönig versprochen, zu allen nötigen Grausamkeiten zu greifen, um die Festung zu halten. Dieses Versprechen wagt er sicher nicht zu brechen.",0.724043,0.381148,640,285,2025,3,7619,135,0,0,-1
Svala Grabesleid,"Svala hat sich als Leutnant von Ingvar dem Brandschatzer einen Ruf aufgebaut. Sie führte riskante Spähermissionen zu Außenposten der Horde und der Allianz. Sie war es, die die Pläne des Feindes aufdeckte, Utgarde anzugreifen, und verschaffte so dem Lichkönig wertvolle Vorbereitungszeit. Er hat sie für ihre Dienste in eine Val'kyr verwandelt, eine verehrte Kriegermaid der Geißel.",0.363388,0.706967,641,286,2030,1,7660,136,0,0,-1
Gortok Bleichhuf,"Die Vrykul verwahren in der Burg Utgarde eine Menge Trophäen. Eine der eindrucksvollsten ist Gortok. König Ymiron stellt das grausame Antlitz des eingefrorenen Magnatauren zur Schau, um daran zu erinnern, dass sogar die wildesten Bestien nicht mehr als Dekoration für die Hallen der Vrykul sind. Diese lebende Statue wird in ihrem ungerichteten Zorn Zerstörung säen, wenn sie befreit wird.",0.606558,0.688525,642,286,2027,2,7669,137,0,0,-1
Skadi der Skrupellose,"Die Vrykul verteilen Beinamen anhand von Errungenschaften. Die Auslöschung einer Blutlinie der Drakkari oder die Enthauptung von Taunka könnte die Bezeichnung ""pflichtbewusst"" einbringen; es bedarf jedoch eines wahren Aktes der Verderbtheit, um sich ein ""skrupellos"" zu verdienen. Skadi hat diesen Titel vor langer Zeit errungen, indem er erbarmungslos Vrykul jagte, die den missgestalteten Kindern, den von Ymiron verurteilten Vorgängern der Menschheit, Schutz boten.",0.684426,0.362705,643,286,2029,3,7691,137,0,0,-1
König Ymiron,"Der stolze Ymiron herrschte über die nördlichen Wüsten, bis der lange Schlaf der Vrykul ihn in die Bedeutungslosigkeit absteigen ließ. Als er sein Bewusstsein wiedererlangte, musste er feststellen, dass seine Frau ermordet worden war und sein Land von Feinden bedrängt wurde. Er befreite sich von seiner Sterblichkeit und verlangt nun Vergeltung, begierig, die furchtbare Entschlossenheit eines erwachten Riesen zu demonstrieren.",0.415301,0.534836,644,286,2028,4,7708,137,0,0,-1
Raigonn,"Dieser riesige Mantis bildet die Speerspitze beim Angriff auf die Tore. Raigonn fungiert als lebendiger Rammbock und hämmert gnadenlos auf die Verteidigung der Pandaren ein, um für die rücksichtslose Invasion der Mantis alle Hindernisse aus dem Weg zu räumen.",0.441137,0.606901,649,303,1419,4,5034,437,0,0,-1
Waffenmeister Harlan,"Der Scharlachrote Kreuzzug verfügt über viele Waffen und neue Initianden müssen mit Klinge, Hammer, Pfeil und Schild, den effektivsten Werkzeugen gegen Untote, vertraut gemacht werden. Waffenmeister Harlan hat sein Leben der Kunst des Umgangs mit diesen unfeinen Instrumenten verschrieben, und er ist versessen darauf, den ketzerischen Feinden des Kreuzzugs eine Kostprobe seiner Kunst zeigen zu dürfen.",0.618823,0.447748,654,311,1421,2,6575,432,0,0,-1
Saboteur Kip'tilak,"Den Mantis ist der Krieg vertraut und sie benutzen Technologie, um das Schlachtgeschehen zu ihren Gunsten zu wenden. Die Pandaren haben kaum eine Chance, gegen Munitionsexperten wie Kip'tilak zu bestehen, der weit hinter den feindlichen Linien zuschlägt und so die ohnehin geschwächten Befestigungen bedroht.",0.461435,0.878891,655,303,1397,1,5390,437,0,0,-1
Flammenwirker Koegler,"Flammenwirker Koegler unterrichtet die der Magie zugewandten Adepten des Scharlachroten Kreuzzugs in der subtilen Anwendung des Arkanen. Seine Spezialität ist das Feuer, und so nutzte er seine Fähigkeiten, um die alten Folianten über die Geschichte des Ordens zu verbrennen und so die Fehler des Kreuzzugs in der Vergangenheit auszulöschen. Neben den Büchern verwandelten Koeglers Flammen auch viele Untote wie auch Studenten und einfache Passanten in kleine Häuflein Asche.",0.393775,0.156292,656,311,1420,2,5395,432,0,0,-1
Meister Schneewehe,"Meister Schneewehe ist bewusst, dass der Kampf zwischen der Horde und der Allianz zur katastrophalen Lage des Klosters beigetragen hat. Wenn Helden die Loyalität des argwöhnischen Pandaren erhalten möchten, müssen sie zuerst seine Schüler besiegen. Nur jene, die sie bezwingen können, bekommen Schneewehe, den Inbegriff der Kampfkünste, der schon sein Leben lang nach der Perfektion von Körper und Geist strebt, persönlich zu Gesicht.",0.295275,0.730071,657,312,1304,2,5435,443,0,0,-1
Liu Flammenherz,"Seit ihrer Kindheit studiert die Priesterin Liu Flammenherz den Kreislauf der Wiedergeburt der Jadeschlange Yu'lon. Als das Sha des Zweifels angriff, hat Liu als Erste Widerstand geleistet, und so war sie auch die Erste, die der Verderbnis anheimfiel. Jetzt nagen Zweifel an ihr, dass sie vielleicht nicht fähig sei, die Wiedergeburt von Yu'lon sicherzustellen.",0.480379,0.5318,658,313,1416,3,5501,429,0,0,-1
Ausbilderin Kaltherz,"Kurs: Einführung in die dunklen Künste

Ausbilderin Kaltherz ist aus Nordend angereist, um angehenden Nekromanten Disziplin beizubringen und jene, die sie enttäuschen, hart zu bestrafen. Sie befehligt den eisigen Hauch des Nordens und weiß die Bibliotheken von Scholomance meisterhaft zu nutzen.",0.652879,0.604144,659,246,1426,1,5524,476,0,0,-1
Hundemeister Braun,"Der schnellste und sicherste Weg, Untote zu entdecken, ist der Gestank der Verwesung, der sie umgibt, und selbst der erfahrenste Soldat kann nicht mit dem feinen Spürsinn eines Hundes mithalten. Hundemeister Braun hat eine wilde Hundemeute aufgezogen und ausgebildet, um den Kreuzfahrern bei ihrer Jagd auf ihre Gegner, ob nun lebendig oder untot, zu helfen.",0.548038,0.288227,660,311,1422,1,5606,431,0,0,-1
