ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
320,Terraço da Primavera Eterna,"Escondido no alto das montanhas, o Terraço da Primavera Eterna é o centro sagrado do Vale das Flores Eternas. Diz-se que suas pacíficas fontes  tem o poder de curar e rejuvenescer, mas quando o Sha do Medo atacou, muitos dos guardiões do complexo se voltaram uns contra os outros em espasmos de terror.",996,643261,643264,643270,643267,0,0,0
321,Palácio Mogu'shan,"O antigo Palácio Mogu'shan é o último real bastião da força mogu. Três dos grandes clãs deles se reuniram recentemente neste belo local para se encontrar com seu rei, Xin, o Mestre de Armas. Este poderoso governante formulou um plano ousado para unir seu povo e reconquistar a glória do império combalido. Com o caos correndo solto em Pandária, os sonhos de conquista de Xin podem se tornar realidade.",994,632265,632272,632359,632279,1,0,0
322,Pandária,"Envolto em névoa desde que o mundo foi cindido há dez mil anos, o antigo reino de Pandária se manteve intocado pela guerra. Suas verdejantes florestas e montanhas coroadas de nuvens são o lar de um complexo ecossistema de raças e criaturas exóticas. Esta é a terra natal dos enigmáticos Pandarens, uma raça que celebra a vida mesmo estando cercada por uma antiga ameaça.",996,652217,652218,1062579,652219,2,0,0
324,Cerco ao Templo Niuzao,"O Templo Niuzao se estende por duas ilhas fortificadas do outro lado de uma altíssima muralha chamada de Espinhaço da Serpente. Por anos, tenazes defensores pandarens protegeram as pontes estreitas conectando as ilhas, rechaçando quaisquer potenciais invasores. Recentemente, os mantídeos criaram sua própria ponte - uma raiz de árvore gigantesca - e tomaram uma das ilhas num ataque surpresa. Agora, esses brutais insetoides se preparam para atacar os guardiões remanescentes de Niuzao.",1011,643260,643263,643269,643266,0,0,0
330,Coração do Medo,"O Sha do Medo corrompeu a grande imperatriz dos mantídeos. Suas ordens cada vez mais aleatórias e paranoicas levaram os Klaxxi (os guardiões da cultura mantídea) a tomar uma decisão agressiva. Sendo poucos em número, os Klaxxi estão dispostos a aceitar relutantemente ajuda externa para destruir a imperatriz e expurgar sua raça da influência negativa do sha.",1009,632264,632271,632358,632278,0,0,0
362,Trono do Trovão,"Quando Pandária se separou de Kalimdor há milhares de anos, uma névoa densa manteve o novo continente escondido de forasteiros. A névoa também ocultava um vestígio de um mal antigo: o Trono do Trovão de Lei Shen. Durante o seu reinado, essa fortaleza era a sede do poder do Rei Trovão. Mesmo depois de sua morte, ainda persistiam grandes quantidades de energia corrompida, e, agora, o Rei Trovão ressuscitado e os trolls Zandalari querem usá-la para estabelecer o reinado de Lei Shen uma vez mais.",1098,828450,828453,838785,828454,0,0,0
369,Cerco a Orgrimmar,As tensões incitadas pela arrogância de Garrosh Grito Infernal alcançaram um ponto de ebulição com a destruição desencadeada no Vale das Flores Eternas. Líderes da Aliança e da Horda cercaram a capital de Grito Infernal para derrubar o implacável Chefe Guerreiro de uma vez por todas!,1136,904980,904981,904241,904982,0,0,0
385,Minas de Escória do Malho Sangrento,"Ao norte da Serra Fogofrio, os ogros Malho Sangrento conduzem uma operação de mineração brutal no calor escaldante de cavernas vulcânicas. Escravos de toda Draenor são transportados para as minas, de onde jamais saem com vida. As Minas de Escória produzem gemas e minérios em abundância, mas dizem que seu verdadeiro propósito é encontrar uma relíquia ancestral de imenso poder.",1175,1041968,1041994,1042059,1041984,1,0,0
457,Fundição Rocha Negra,"Essa fundição era o lar ancestral dos orcs da Rocha Negra, onde mestres ferreiros derretiam e moldavam o minério duríssimo que dá nome ao clã. Agora, gigantes capturados e domados pelos Senhor do Trovão aquecem as grandes forjas, dobraflamas da Lâmina Ardente imbuem o minério com fogo interior e engenheiros moldam a escória de acordo com instruções de outro mundo. A forja do Senhor da Guerra Mão Negra é o centro do poder militar da Horda de Ferro e produz as armas que serão usadas para arrasar Azeroth.",1205,1041967,1041993,1042058,1041983,0,0,0
476,Beira-céu,"No topo das Agulhas de Arak, entre as nuvens, encontramos Beira-céu, a sede do poder dos Seguidores de Rukhmar. Os arakkoa recuperaram e exploraram a tecnologia apexis de seus ancestrais e agora estão prontos para liberar o poder do sol em seus inimigos.",1209,1041973,1041999,1042064,1041989,1,0,0
477,Malho Imponente,"Malho Imponente é a sede do poder do Império Goriano, a civilização ôgrica que governou Draenor por gerações, até a chegada dos draeneis. Malho Imponente, uma cidade enorme que desmente a reputação ôgrica de estupidez grosseira, é repleta de feiras movimentadas e nobres ricos, e o urro do Coliseu ecoa pelas ruas e cortiços. A cidadela do imperador Mar'gok pode ser vista de todos os pontos da cidade e projeta uma longa sombra, lembrando a todos de seus olhos atentos e punho de ferro.",1228,1041971,1041997,1042062,1041987,0,0,0
536,Central do Carrilcruel,"A Central do Carrilcruel é um centro vital da máquina de guerra da Horda de Ferro, possibilitando o transporte de tropas e materiais produzidos na Fundição da Rocha Negra para as linhas de frente da guerra que grassa por Draenor. Carrilcruel é o trem enorme que dá nome à Central. Ele pode transportar batalhões inteiros de tropas e artilharia. Hoje, Carrilcruel recebeu uma arma de raios acoplada que tem poder o bastante para romper o escudo protetor de Shattrath, e a hora da partida se aproxima...",1208,1041970,1041996,1042061,1041986,1,0,0
537,Sepulcrário da Lua Negra,"O cemitério tradicional do clã da Lua Negra abriga os restos mortais de incontáveis gerações. Ner'zhul, o chefe caído, entregue à depravação, sacrificou a própria alma do seu clã em uma busca desesperada por poder. Agora os espíritos ancestrais estão inquietos, atormentados, e são usados para energizar rituais sombrios que levarão Draenor ao seu fim se levados a termo.",1176,1041972,1041998,1042063,1041988,1,0,0
547,Auchindoun,"Auchindoun é o mausoléu dos draeneis, um santuário da Luz em que os espíritos dos mortos encontram repouso. A estrutura cristalina também serve para proteger as almas draeneicas de seus eternos inimigos: a Legião Ardente, que tem um apetite eterno por almas draeneicas. Por isso, Gul'dan e seu Concílio das Sombras, sempre empenhados em conquistar os favores dos seus mestres demoníacos, estão interessados no local.",1182,1041966,1041992,1042057,1041982,1,0,0
556,Floretérnia,"Depois de desativar o Portal Negro, o Kirin Tor percebeu que, para combater a Horda de Ferro, seria preciso uma linha de suprimentos e reforços. Postos avançados foram criados em Draenor com vínculos mágicos com Azeroth. Mas o que parecia ser uma localização estratégica na selva de Gorgrond, perto da Fundição da Rocha Negra, revelou-se como um lugar sagrado para os botanis, que chamam a área de Floretérnia. O posto avançado sucumbiu rapidamente, mas ainda abriga um vínculo com os arredores de Ventobravo...",1279,1060543,1060547,1060551,1060545,1,0,0
557,Draenor,"Draenor é um lugar selvagem, terra natal dos orcs, e foi batizada por refugiados draeneis há séculos. Por gerações, orcs, draeneis e o império ôgrico goriano coexistiram, embora não sem lutas e escaramuças territoriais. Forças primitivas e ancestrais de criação e destruição se enfrentavam, mantendo o equilíbrio por meio da violência. Esse é o mundo onde Garrosh acordou depois da sua fuga. E agora, graças à Horda de Ferro e às ações sinistras de Gul'dan, o destino de dois mundos encontra-se em perigo.",1228,1041969,1041995,1042060,1041985,0,0,0
558,Docas de Ferro,"Na costa norte de Gorgrond, as Docas de Ferro representam o coração do poderio naval da Horda de Ferro. Enormes navios de guerra e uma artilharia forjada e montada na Fundição da Rocha Negra estão prontos para a guerra. As maiores feras de Draenor são domadas e treinadas junto de unidades de infantaria: tropas terrestres, preparadas para desembarcar e conquistar todos que ousarem se opor à Horda de Ferro.",1195,1060544,1060548,1060552,1060546,0,0,0
559,Pico da Rocha Negra Superior,"A história dessa fortaleza é longa e complexa. O local foi escavado no núcleo incandescente da Montanha da Rocha Negra pelo clã Rocha Negra há séculos e depois foi retomado pelo dragão negro Nefarian e sua ninhada. Agora, as partes mais altas do Pico da Rocha Negra abrigam a vanguarda da Marcha de Ferro. Os preparativos para usar o pico como ponta-de-lança para uma invasão a Azeroth continuam, e a Horda de Ferro bolou um terrível plano: uma arma do juízo final no coração da Montanha da Rocha Negra.",1358,1041974,1042000,1042065,1041990,0,0,0
669,Cidadela Fogo do Inferno,"Quando Garrosh encorajou Grommash a iniciar a construção da enorme fortaleza no coração da Selva de Tanaan para fazer as vezes de bivaque no ataque a Azeroth, ele chegou a sugerir o nome Fogo do Inferno, inspirando-se noutro lugar, pertencente a outra era. Ele sonhava ver os orcs de ferro alastrando-se pela paisagem intocada, muito diferente da aridez que vira em Terralém. Mas se algumas coisas mudam, outras permanecem sempre iguais. ",1448,1135117,1135118,136340,1135119,0,0,0
707,Câmara das Guardiãs,"Essa instalação secreta das Guardiãs foi escavada na encosta de uma montanha em Azsuna e selada com proteções mágicas tanto para impedir que intrusos entrem como para assegurar que os horrores presos lá dentro jamais saiam. Muitos dos mais perigosos inimigos das Guardiãs foram aprisionados na Câmara, mas, depois da traição de Cordana e do ataque da Legião, essas criaturas ficaram livres para vagar pelos salões.",1493,1411846,1411858,1411870,1411852,1,0,0
716,Olho de Azshara,"Nos baixios que ficam além da costa de Azsuna, uma fonte ancestral de poder jaz sob as águas. Tempos atrás, o poder da Rainha Azshara avançou sobre essas terras, e as nagas que buscam a Pedramar de Golganneth ainda estão sob seu comando. Quando as nuvens cobrem o céu e o ar estala com a energia da tempestade vindoura, os seguidores de Azshara se preparam para evocar uma encarnação da Ira dela para destroçar a terra.",1456,1498149,1498157,1498161,1498153,1,0,0
721,Salões da Bravura,"Nas nuvens que pairam sobre Trommheim, o guardião titânico Odyn chamou os melhores guerreiros vaikralen de Azeroth para serem seus Valarjares. Entre salões de banquete e áreas de caça, esses vraikalen testam suas forças e se preparam para a grande guerra que está por vir. Os aventureiros têm que passar por esses salões e provar seu valor para chegar à presença de Odyn e reivindicar a Égide de Aggramar.",1477,1498150,1498158,1498162,1498154,0,0,0
726,O Arcâneo,"Por mais que a cidade de Suramar seja grande, a rede de túneis sob ela alcança uma extensão ainda maior. A sociedade dos Filhos da Noite se tornou dependente do poder da Nascente da Noite e o Arcâneo distribui esse sangue vital pela cidade. Esse complexo labiríntico foi construído milhares de anos atrás, sob as fundações dos maiores edifícios da cidade, daí que a maioria dos cidadãos passe a vida inteira sem saber o que espreita nas sombras logo abaixo de seus pés...",1516,1411845,1411857,1411869,1411851,0,0,0
727,Gorja das Almas,"Enquanto os espíritos dos maiores guerreiros vraikalen são levados aos Salões da Bravura para receber glória eterna e ouro, os amaldiçoados e condenados acabam à beira da Gorja das Almas. No meio do nevoeiro, eles esperam Naglfar, um navio assustador feito de músculos e ossos, que vem para levar essas pobres almas a Helheim, onde caem nas garras de Helya.",1492,1411844,1411856,1411868,1411850,0,0,0
740,Castelo Corvo Negro,"Esculpido na maior montanha de Val'sharah pelos antigos artesãos élficos, o Castelo Corvo Negro foi um baluarte contra a Legião Ardente durante a Guerra dos Antigos. A fortaleza, praticamente impenetrável, é também há séculos o lar de Lorde Kur'talos Cristacorvo, que foi mentor de Illidan. Mas, desde o último ataque da Legião, uma energia estranha e sombria emana do Castelo, e mortos atormentados infestam as terras em redor.",1501,1411841,1411853,1411865,1411847,1,0,0
741,Núcleo Derretido,,409,1396460,1396586,136346,1396505,0,0,0
742,Covil Asa Negra,,469,1396454,1396580,136329,1396499,0,0,0
743,Ruínas de Ahn'Qiraj,,509,1396465,1396591,136320,1396510,0,0,0
744,Templo de Ahn'Qiraj,,531,1396467,1396593,136321,1396512,0,0,0
745,Karazhan,,532,1396458,1396584,136343,1396503,0,0,0
746,Covil de Gruul,,565,1396456,1396582,136337,1396501,0,0,0
747,Covil de Magtheridon,,544,1396459,1396585,136340,1396504,0,0,0
748,Caverna do Serpentário,,548,608160,608199,136356,608238,0,0,0
749,O Olho,,550,608179,608218,136362,608257,0,0,0
750,A Batalha pelo Monte Hyjal,,534,608159,608198,136330,608237,0,0,0
751,Templo Negro,,564,1396453,1396579,136328,1396498,0,0,0
752,Platô da Nascente do Sol,,580,1396466,1396592,136361,1396511,0,0,0
753,Abóbada de Arcavon,,624,1396470,1396596,303841,1396515,0,0,0
754,Naxxramas,,533,1396461,1396587,136347,1396506,0,0,0
755,O Santuário Obsidiano,,615,1396462,1396588,237594,1396507,0,0,0
756,Olho da Eternidade,,616,1396455,1396581,237600,1396500,0,0,0
757,Prova do Cruzado,,649,1396468,1396594,311221,1396513,0,0,0
758,Cidadela da Coroa de Gelo,,631,1396457,1396583,336390,1396502,0,0,0
759,Ulduar,,603,1396469,1396595,304502,1396514,0,0,0
760,Covil de Onyxia,,249,1396463,1396589,329121,1396508,0,0,0
761,O Santuário Rubi,,724,1396464,1396590,366689,1396509,0,0,0
762,Bosque Corenegro,"À sombra de Shaladrassil, o Pesadelo permeia cada palmo dessa antes frondosa floresta. Nos bosques onde os mais velhos e ilustres druidas costumavam passear, meditando sob a grande árvore do mundo, a corrupção e a loucura agora reinam. Nas profundezas da mata cerrada, o Senhor do Pesadelo Xavius tenta subjugar seu grande prêmio.",1466,1411843,1411855,1411867,1411849,1,0,0
767,Covil de Neltharion,"O guardião da terra Neltharion, depois conhecido como Asa da Morte, morava nesta caverna. Após a sua derrocada, os drogbares que cultuavam o grande dragão construíram sua capital dentro desse covil ancestral. Agora, Dargrul, o chefe dos drogbares, está reunindo um exército enorme nas profundezas. Potencializado pelo Martelo de Khaz'goroth, esse exército sairá das encostas, podendo devastar Alta Montanha e ameaçar a segurança de Azeroth se não for enfrentado.",1458,1450570,1450574,1450576,1450572,1,0,0
768,O Pesadelo Esmeralda,"O Sonho Esmeralda foi criado pelos titãs como um projeto para a própria Azeroth — um espelho perfeito e verdejante que reflete a parte da natureza que continua intocada pela chamada ""civilização"". Durante anos, os druidas e guardiões mais ligados à natureza foram percebendo sinais de uma presença perturbadora dentro do Sonho. Incitada pela Legião e pelo Senhor do Pesadelo Xavius, essa corrupção latente agora irrompe e ameaça engolfar toda Azeroth se não for atacada na sua origem.",1520,1452686,1452687,1452699,1452688,0,0,0
777,Ataque ao Castelo Violeta,"Após a campanha de Nortúndria e o ataque da Revoada Dragônica Azul a esta prisão de Dalaran, o Castelo Violeta foi reformado, e suas celas foram recondicionadas para abrigar os mais perigosos servos do Lich Rei. Agora, com Dalaran flutuando sobre as Ilhas Partidas no papel de nau-capitânia da guerra contra a Legião, uma ameaça sombria mais uma vez busca destruir o Kirin Tor de dentro para fora.",1544,1498147,1498155,1498159,1498151,0,0,0
786,O Baluarte da Noite,"Maior construção das Ilhas Partidas e uma das mais imponentes de Azeroth, o Baluarte da Noite é a prova concreta das conquistas dos Filhos da Noite. Estabelecido em torno da Nascente da Noite, fonte do poder arcano que tem sustentado Suramar por séculos, esse lugar foi construído para ser um refúgio dos males do mundo. Mas, com a tempestade vil que assalta o  Templo de Eluna, do outro lado da baía, e com Gul'dan residindo no palácio, em vez de um refúgio, o local agora é a própria origem dos males.",1530,1450571,1450575,1450577,1450573,0,0,0
800,Pátio das Estrelas,"Enquanto as tropas da Legião patrulham as ruas e deixam um clima pesado na grande cidade de Suramar, as socialites da nobreza dos Filhos da Noite continuam com suas tradições e sua rotina. Nesta noite límpida, o grito dos foliões ecoa no momento em que a maior mansão do Distrito Nobre abre suas portas para um grandioso baile. Há rumores de que a grã-magistra Elisande pode dar o ar da sua graça, num claro esforço para tranquilizar seus aliados diante da instabilidade recente.",1571,1498148,1498156,1498160,1498152,1,0,0
822,Ilhas Partidas,"Esta área era considerada o berço da civilização élfica, centrada na antiga capital Suramar, até que a Cisão rasgou a terra. O poder da Nascente da Noite preservou a cidade de Suramar, mas as terras em redor carregam as cicatrizes desse acontecimento catastrófico. Agora que Gul'dan despertou a Tumba de Sargeras, as Ilhas vivem sob a sombra da Legião, dos acampamentos dos taurens nos picos da Alta Montanha aos bosques druídicos de Val'sharah e assentamentos dos vraikalen espalhados por Trommheim.",1520,1411842,1411854,1411866,1411848,2,0,0
860,Retorno a Karazhan,"Desde o momento da sua criação misteriosa, o propósito dessa torre sombria esteve diretamente ligado à história dos Guardiões de Tirisfal, que antigamente foram o maior baluarte de Azeroth na luta contra a Legião. Ela agora é mais conhecida como o lar de Medivh, que traiu Azeroth e deu fim a uma longa linhagem de Guardiões. Tal legado faz de Karazhan um ponto de muito interesse para a Legião, que veio com força total a fim de criar um novo front na guerra contra os habitantes de Azeroth.",1651,1537279,1537283,1537287,1537281,0,0,0
861,Provação da Bravura,"Desde a traição de Loken, Odyn jaz preso nos Salões da Bravura, ao passo que Helya se esconde nas sombras e planeja roubar a alma dos campeões valarjares de Odyn. Nos últimos dias, contudo, grandes heróis chegaram às terras de Trommheim no rastro da Legião. Na esperança de que a coragem deles possa mudar o jogo e findar o reinado de Helya, Odyn convoca os campeões para um teste derradeiro.",1648,1537280,1537284,1537288,1537282,0,0,0
875,Tumba de Sargeras,"Foi neste templo de Eluna que Aegwynn trancafiou o avatar derrotado de Sargeras. Ela esperava que, enterrado nos profundezas da terra, ele permanecesse em estado de dormência, mas o poder seduzia e atraía as mais abjetas entidades para este local. Ao readentrar a tumba, Gul'dan desfez as proteções de Aegwynn e abriu uma passagem para a invasão da Legião. Agora, o exército vil está em vias de irromper na câmara, esperando retomar o poder de seu mestre.",1676,1616104,1616106,1616207,1616105,0,0,0
900,Catedral da Noite Eterna,"As câmara superiores da Tumba de Sargeras foram, no passado, um local de adoração de Eluna. Desde a invasão da Legião, criaturas vis profanam este solo sagrado, pervertendo-o à sua própria imagem. Agora, neste lugar, será travada uma batalha que pode mudar a maré da invasão. Enquanto os Exércitos da Queda da Legião confrontam diretamente o exército vil, um pequeno grupo de heróis se infiltra nos domínios superiores da catedral com a esperança de devolver a Égide de Aggramar ao seu devido local de descanso.",1677,1616892,1616922,1616925,1616920,0,0,0
945,Sede do Triunvirato,"Argus era governado a partir dos salões rebrilhantes da Sede do Triunvirato, até que os Eredares forjaram seu pacto profano com Sargeras. Enfurecido pelo êxodo desafiador de Velen, Kil'jaeden decretou que a Sede deveria ser abandonada como símbolo de um passado irrelevante... pois a Legião havia se tornado seu futuro.

Seus salões, outrora rebrilhantes, agora caíram na escuridão. A Sede irradia um poder sombrio que atrai aqueles que buscam dominar o poder do Caos e usá-lo contra seus inimigos.",1753,1718202,1718213,1718526,1718205,0,0,0
946,"Antorus, o Trono Ardente","Antorus, o Trono Ardente, se encontra no núcleo de Argus. Desse trono do poder, Sargeras lidera sua Cruzada Ardente para assolar o cosmos.

Nas profundezas quase impenetráveis do Trono, poderes primordiais estão sendo forjados em armas de aniquilação total. Se essas forças se erguerem para serviu seu mestre, o fim recairá sobre toda a criação.",1712,1718200,1718211,1718524,1718203,0,0,0
959,Pontos de Invasão,"De sua fortaleza em Argus, a Legião utiliza um enorme conjunto de portais para se espalhar pelo cosmos como uma praga. Incontáveis mundos foram saqueados por seus recursos, seus habitantes forçados a servir o Titã Sombrio ou suportar uma morte lenta e agonizante.

A menos que esses mundos possam ser libertados, a Cruzada Ardente consumirá tudo que toca e deixará o universo em cinzas.",1520,1718201,1718212,1718525,1718204,2,0,0
968,Atal'Dazar,"Por milênios, os reis zandalari foram postos para descansar no interior das tumbas de Atal'Dazar, escondidas no topo do monte Mugamba. As pirâmides foram ficando mais e mais elaboradas a cada governante, enquanto novas câmaras eram construídas para abrigar a vasta riqueza dos mortos. Agora, os salões imaculados foram corrompidos pelo Profeta Zul e Yazma, seu braço direito, que buscam deturpar o poder dos reis ancestrais em benefício de suas próprias maquinações sombrias.",1763,1778888,1778892,1778896,1778890,1,0,0
1001,Angra do Facão,"A Angra do Facão é um porto seguro tradicional entre piratas, vigaristas e indivíduos que almejam viver livres do controle kultireno. Agora, os Saqueadores Maré-férrea subjugaram a cidade e estão coagindo várias tripulações de piratas a atuar sob a sua bandeira. Enquanto os eles se reúnem, um pequeno grupo de heróis precisa se infiltrar na cidade e eliminar a liderança para dissolver essa aliança de patifes.",1754,1778889,1778893,1778897,1778891,1,0,0
1002,Tol Dagor,"Outrora uma prisão meticulosamente cuidada, Tol Dagor foi comprada e passou a ser controlada pela Companhia Grimpagris. Agora, ela serve para conter indefinidamente todos que se opõem à Companhia Comercial Grimpagris.",1771,2177519,2178276,2178737,2177730,0,0,0
1012,A MEGAMINA!!!,"Após ser fendida pela erupção do Monte Jakaro, a Ilha de Kezan ficou repleta de azerita como resultado do ataque de Sargeras a Azeroth. Em busca de fortuna e almejando garantir para si o título de Príncipe Mercador, o Barão dos Negócios Frustrus concentrou os esforços da Empreendimentos S.A. no uso armamentista da azerita, visando a venda a quem pagar melhor.",1594,2177517,2178274,2178735,2177728,0,0,0
1021,Mansão Capelo,"Outrora propriedade palaciana da família governante de Drustvar, a Mansão Capelo agora serve de foco para os rumores sinistros que surgiram desde que o Lorde e a Lady se trancafiaram em seus salões sem maiores explicações. Rumores acerca de rituais vis, pessoas desaparecidas na calada da noite e gritos tenebrosos vindo de seu interior circulam pela cidade. Entre tantos segredos, só uma coisa é sabida: algo maligno criou raízes no lar dos Capelo.",1862,2177521,2178278,2178742,2177732,1,0,0
1022,A Terra Podre,"Entranhada nos pântanos de Nazmir, uma praga floresce sob a superfície. A menos que a corrupção seja expurgada imediatamente, sua influência se espraiará pela terra como uma peste arrasadora, deixando para trás nada além de um mundo pútrido.",1841,2177518,2178275,2178736,2177729,0,0,0
1023,Cerco de Boralus,"Lady Grimpagris derramou sua fúria sobre as forças enfraquecidas da capital. Enquanto Boralus arde em chamas, um pequeno grupo de heróis precisa conter o caos crescente para acabar com os planos de Grimpagris de dominar a região.",1822,2177515,2178272,2178733,2177726,0,0,0
1028,Azeroth,"Apesar de diversas das maiores ameaças à paz de Azeroth estarem trancafiadas em câmaras ancestrais ou alcandoradas no topo de fortalezas flutuantes, outras caminham despudoradamente a céu aberto. Como a autopreservação leva os sábios a buscar abrigo de tais terrores, a glória aguarda heróis bravos o bastante para provar sua força contra os mais poderosos adversários.",1861,2177522,2178279,2178743,2177733,2,0,0
1030,Templo de Sethraliss,"Séculos atrás, Sethraliss, a poderosa loa serpente, se sacrificou para impedir que Mythrax libertasse seu mestre sobre a face de Azeroth. Após a batalha, seus seguidores devotos transportaram seus restos mortais e construíram um templo ao redor, para esperar seu renascimento. Agora, uma força sombria se revolve no interior do templo sagrado, almejando deturpar tamanho poder com objetivos nefastos.",1877,2177516,2178273,2178734,2177727,1,0,0
1031,Uldir,"Milênios atrás, buscando compreender a natureza de seu inimigo eterno, os titãs construíram vastas instalações subterrâneas a fim de estudar e manter espécimes em quarentena. Eles pretendiam neutralizar a energia do caos que unia os Deuses Antigos, sondando suas fraquezas e reações. Mas estavam enganados... terrivelmente enganados. As instalações foram seladas para que os horrores contidos ali jamais se alastrassem por Azeroth. Entretanto, tudo indica que as contenções se romperam...",1861,2177520,2178277,2178738,2177731,0,0,0
1036,Santuário da Tempestade,"O Santuário da Tempestade é a sede de poder tanto para a Casa Trovamare quanto para os Sábios das Marés. Aqui, bênçãos são concedidas às frotas para garantir que nada sobrepuje a esquadra kultirena. Entretanto, uma força sombria corrompeu o solo sagrado e ameaça roubar o controle da frota kultirena para sempre.",1864,2177514,2178271,2178732,2177725,1,0,0
1041,Repouso do Rei,"Poucos lugares em Zandalar são mais sagrados que o Repouso do Rei. Todo rei, conquistador ou tirano que exerceu controle sobre o império Zandalari jaz no interior da grandiosa cidade dos mortos, cujo objetivo não é proteger apenas seus corpos, mas também seus espíritos.

Historicamente, a entrada está restrita somente ao clero e à realeza Zandalari, mas com a magia negra de Zul se alastrando pela tumba, será preciso se aventurar pela tumba e pôr fim à escuridão que se infiltrou lá.",1762,2177512,2178269,2178730,2177723,1,0,0
1176,Batalha de Dazar'alor,"Por eras sem conta, Dazar'alor foi o coração do grande e poderoso império Zandalari. Seus guardas já impediram inúmeros atentados contra a vida do Rei Rastakhan, e a cidade foi vitoriosa contra provações ancestrais e recentes. Porém, quando a guerra alcança a costa de Zuldazar, a Aliança embarca numa ousada aposta para cercar a pirâmide dourada e romper a conexão dos Zandalari com a Horda.",2070,2482731,2482729,2482693,2482732,0,0,0
1177,Caldeirão das Tempestades,"Um mal há muito submerso desperta sob o Santuário da Tempestade. Os sussurros que enlouqueceram o Lorde Trovamare ecoam nas profundezas, uma canção de sirena de poder profano. Aqueles que ouvem e obedecem preparam rituais de trevas para executar a vontade do mestre. Quaisquer que sejam as tramas de pesadelo que alimentam a fanática devoção, uma coisa é certa: elas precisam ser impedidas.",2096,2498192,2498193,2498195,2498194,0,0,0
1178,Operação: Gnomecan,"O Príncipe Erazmin lidera um grupo dos mais improváveis em uma missão desesperada: adentrar o coração de Gnomecan. Em uma corrida contra o tempo, eles terão que vencer o exército de monstruosidades mecânicas do Rei Gnomecan e derrotar o gênio louco antes que a máquina do apocalipse extermine todas as formas de vida da face de Azeroth.",2097,3025319,3025325,3025336,3025327,0,0,0
1179,Palácio Eterno,"Dez mil anos atrás, quando os mares engoliram Zin-Azshari, a Rainha Azshara fechou um acordo macabro com N'Zoth, que transformou seus leais súditos nas sinistras nagas. Ao longo de milênios de conquistas brutais, Azshara ergueu um novo império sobre as ruínas do passado e agora domina as profundezas do mar que outrora ameaçou levá-la. Como grande anfitriã que é, convidou a Aliança e a Horda a adentrarem o Palácio Eterno para que testemunhassem sua ascensão gloriosa... e o fim de suas facções.",2164,3025318,3025320,3025335,3025326,0,0,0
1180,"Ny'alotha, a Cidade Desperta","Ny'alotha, a Cidade Adormecida, despertou. Sob o comando de N'Zoth, os exércitos do Império Negro ameaçam inundar o mundo e remoldá-lo de acordo com a visão do mestre. Só resta uma esperança: usar as forjas titânicas reparadas para erradicar o Corruptor de uma vez por todas. Porém, para que N'Zoth possa ser atingido pelo poder das forjas, os campeões de Azeroth terão que mergulhar nas profundezas do reino de horror para um último confronto contra o Deus Antigo.",2217,3221462,3221463,3221466,3221464,0,0,0
1182,Chaga Necrótica,"Em um ato impensável de deslealdade, as forças de Maldraxxus, o reino incumbido de defender as Terras Sombrias, invadiram o Templo da Coragem. Eles pilharam ânima e levaram kyrianos massacrados para alimentar suas práticas sombrias. Se forem deixadas livres, as forças necróticas da necrópole de Zolramas pilharão o Bastião deixando um rastro de destruição.",2286,3759900,3759910,3759930,3759920,0,0,0
1183,Empéstia,"Abaixo das ruínas da Casa das Pestes, jaz uma das forças mais destrutivas que Maldraxxus já conheceu. Aqueles que almejam ter esse poder nas mãos reviram os destroços empesteados em uma corrida para se apoderar da arma. Quem capturar esse prêmio terá o destino das Terras Sombrias nas mãos.",2289,3759901,3759911,3759931,3759921,0,0,0
1184,Brumas de Tirna Scithe,"O luxuriante bosque chamado Tirna Scithe sempre foi defendido pelo povo feério, pois é um local sagrado que contém muitos segredos. Lendas avisam os viajantes incautos que eles poderiam passar uma eternidade vagueando perdidos pelos infinitos caminhos nevoentos. Porém, no que a seca drena as florestas de Ardena, os inimigos chegam para saquear a potente magia do bosque. Até mesmo os nativos do reino foram levados, pela fome e desespero, a consumir tudo que a Rainha Invernal considerava mais precioso.",2290,3759899,3759909,3759929,3759919,0,0,0
1185,Salões da Expiação,"Sob o comando da Acusadora, os Salões da Expiação eram um tributo à missão de Revendreth. Ainda que pecado e sofrimento ecoassem por eles, tudo era em prol da redenção das almas, para impedir que caíssem na Gorja. Porém, o recém-promovido Lorde Camarista perverteu o propósito dos salões, usando-os para ceifar ânima de forma egoísta, muitas vezes ao ponto de impossibilitar a redenção das almas. Alguém tem que dar fim à depravação que se instaurou neste lugar.",2287,3759898,3759908,3759928,3759918,0,0,0
1186,Torres da Ascensão,"Flutuando entre as nuvens e representando o ápice dos ideais kyrianos, as Torres da Ascensão são a sede de poder da Arconte. Depois de éons sem ser questionada ou desafiada, a soberana do Bastião sempre encarnou as virtudes de dever e serviço. Porém, com a seca e a instabilidade abrindo fraturas no sistema de crença dos Ascendidos, o reinado da Arconte enfrenta perigos inimagináveis quando uma de suas mais leais seguidoras cai sob a influência do mal mais sombrio.",2285,3759903,3759913,3759933,3759923,0,0,0
