ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,CovenantID
330,Сердце Страха,"Ша Страха пагубно повлиял на разум императрицы богомолов. Ее переменчивые и сумасбродные повеления вынудили клакси, хранителей наследия богомолов, перейти к решительным действиям. Поскольку число клакси крайне невелико, они скрепя сердце принимают помощь от чужестранцев, чтобы покончить с императрицей и очистить свою расу от негативного влияния ша.",1009,632264,632271,632358,632278,0,0,0
362,Престол Гроз,"С тех пор, как Пандария много тысяч лет назад откололась от Калимдора, стена густого тумана мешала чужеземцам подобраться к новому материку. Но эта пелена также укрыла и символ древнего зла – Престол Гроз Лэй Шэня. Во времена его правления эта крепость была центром власти Властелина Грома. Даже после его смерти это место оставалось полным темной энергии, и теперь воскрешенный Властелин Грома и зандаларские тролли намерены использовать ее, чтобы вернуть бразды правления в руки Лэй Шэня.",1098,828450,828453,838785,828454,0,0,0
369,Осада Оргриммара,"Конфликт, вызванный непростительными действиями Гарроша Адского Крика, достиг апогея с разрушением Вечноцветущего дола. Лидеры Альянса и Орды начали осаду Оргриммара, чтобы раз и навсегда положить конец правлению жестокого вождя.",1136,904980,904981,904241,904982,0,0,0
385,Шлаковые шахты Кровавого Молота,"На северной окраине хребта Ледяного Огня огры из клана Кровавого Молота ведут безостановочные шахтерские работы в пекле пещер действующего вулкана. Рабы со всего Дренора попадают сюда, и ни одному из них не суждено их покинуть. Шлаковые шахты – источник богатых руд и драгоценных камней, но поговаривают, что истинная цель раскопок состоит в поиске древних артефактов невероятной силы.",1175,1041968,1041994,1042059,1041984,1,0,0
457,Литейная клана Черной горы,"Эта литейная была домом предков орков из клана Черной горы. Здесь мастера-кузнецы плавили и обрабатывали невероятно твердую руду горы, в честь которой был назван клан. Теперь пойманные и плененные Громоборцами гиганты питают жаром огромные печи, укротители огня Пылающего Клинка наделяют руду внутренним огнем, а инженеры придают шлаку форму в соответствии с таинственными чертежами. В литейной Чернорука создается оружие для уничтожения Азерота. В ней сосредоточена вся военная мощь Железной Орды.",1205,1041967,1041993,1042058,1041983,0,0,0
476,Небесный Путь,"На вершине пиков Арака, среди облаков, находится твердыня приверженцев Рухмар – Небесный Путь. Араккоа собрали и исследовали апекситовые технологии своих предков, и теперь они готовы направить мощь сфокусированной энергии солнца на своих врагов.",1209,1041973,1041999,1042064,1041989,1,0,0
477,Верховный Молот,"Верховный Молот – столица Горианской империи огров, под властью которой был весь Дренор до появления дренеев. Огромный город опровергает представления о глупости и жестокости огров. Здесь есть и оживленные рынки, и поместья состоятельных аристократов, в трущобах слышен рев толпы, заполнившей Колизей. Цитадель императора Мар'гока, которая видна из любой точки города, отбрасывает длинную тень – напоминание о бдительном взоре и железной хватке императора.",1228,1041971,1041997,1042062,1041987,0,0,0
536,Депо Мрачных Путей,"Депо Мрачных Путей – важнейший винтик в военной машине Железной Орды. В развернувшейся на Дреноре войне депо используют для отправки на передовую бойцов и производимых в литейной клана Черной горы боевых машин. депо было названо в честь Мрачного Пути – огромного поезда, который в состоянии перевозить целые батальоны солдат и артиллерии. Сейчас Мрачный Путь оборудован огромной рельсовой пушкой – достаточно мощной, чтобы пробить защиту Шаттрата. И этот поезд уже под парами...",1208,1041970,1041996,1042061,1041986,1,0,0
537,Некрополь Призрачной Луны,"Древний некрополь Призрачной Луны – место упокоения бесчисленных поколений предков клана. Павший вождь Нер'зул встал на путь тьмы и пожертвовал души своего клана в погоне за властью. Теперь неприкаянные и страдающие духи предков могут отправить в Дренор в Бездну, если никто не остановит темные ритуалы.",1176,1041972,1041998,1042063,1041988,1,0,0
547,Аукиндон,"Аукиндон – священный мавзолей дренеев, пристанище Света, в котором духи усопших находят покой. Кристаллическая структура также защищает души дренеев от их извечных врагов – Пылающего Легона, беспрестанно ищущего духов, чтобы утолить свой голод. Именно из-за этого Аукиндон представляет особый интерес для Гул'дана и его Совета Теней, жаждущих благосклонности своих демонических хозяев.",1182,1041966,1041992,1042057,1041982,1,0,0
556,Вечное Цветение,"После разрушения Темного портала Кирин-Тор осознал, что для войны с Железной Ордой на ее собственной территории необходимо обеспечить снабжение войск подкреплениями. Так по всему Дренору были созданы аванпосты, магически связанные с Азеротом. К сожалению, место, которое казалось лучшей стратегической позицией около литейной клана Черной горы, ботани не зря называли Вечным Цветением – священной землей в лесах Горгронда. Аванпост быстро зарос, но он все еще связан с окраинами Штормграда...",1279,1060543,1060547,1060551,1060545,1,0,0
557,Дренор,"Дренор – это дикая земля, родина расы орков, но сотни лет назад имя ей дали беженцы-дренеи. Веками орки, дренеи и Горианская империя огров сосуществовали здесь, хоть и не без вражды и территориальных споров. Древние и изначальные силы созидания и разрушения столкнулись, поддерживая равновесие с помощью жестокости. Вот в каком мире очнулся Гаррош после своего бегства. И теперь, благодаря Железной Орде и темной руке Гул'дана, судьба двух миров висит на волоске.",1228,1041969,1041995,1042060,1041985,0,0,0
558,Железные доки,"Железные доки, раскинувшиеся на северном побережье Горгронда, представляют собой вершину могущества флота Железной Орды. Огромные военные корабли и артиллерия, вышедшая из литейной клана Черной горы, готовы отразить любое нападение на порт. Самые опасные и огромные монстры Дренора порабощены и обучены сражаться на стороне Орды плечом к плечу с элитной пехотой, готовой высадиться на берег и сломить волю всякого, кто посмеет выступить против Железной Орды.",1195,1060544,1060548,1060552,1060546,0,0,0
559,Верхняя часть пика Черной горы,"У этой громадной крепости длинная и запутанная история. Прорубленная в пламенном сердце Черной горы дворфами из клана Черного Железа, а впоследствии захваченная черным драконом Нефарианом и его потомством, верхняя часть Черной горы теперь стала домом для авангарда Железного Марша. В то время как пик служит плацдармом для полномасштабного вторжения в Азерот, Железная Орда использует сердце Черной горы для создания оружия Судного дня на случай провала их планов.",1358,1041974,1042000,1042065,1041990,0,0,0
669,Цитадель Адского Пламени,"Когда Гаррош убедил Громмаша начать строительство этой огромной крепости в самом сердце Танаанских джунглей, которая должна была стать плацдармом для вторжения в Азерот, у него уже было готово для нее название – Цитадель Адского Пламени. Это имя пришло из другого времени и другого мира. Он мечтал увидеть могучую орочью башню, возвышающуюся над нетронутым живописным ландшафтом, столь непохожим на бесплодные пустоши Запределья. Но хоть времена и меняются, есть вещи, которые остаются неизменными.",1448,1135117,1135118,136340,1135119,0,0,0
707,Казематы Стражей,"Секретная тюрьма Стражей была вырублена в скале в глубинах Азсуны и защищена магическими печатями так, чтобы никакие непрошеные гости туда не проникли, и никакие ужасы из нее не вырвались. Многих опасных врагов заперли Стражи в своих казематах, но после предательства Корданы и вторжения Легиона все эти твари выбрались из своих камер.",1493,1411846,1411858,1411870,1411852,1,0,0
716,Око Азшары,"На дальних отмелях у побережья Азсуны под волнами скрыт древний источник силы. Давным-давно эти земли находились под властью королевы Азшары. Наги, ищущие Приливный Камень Голганнета, по-прежнему служат ей. Сгущаются тучи, и воздух искрит энергией надвигающейся грозы. Последователи Азшары готовятся призвать воплощение ее гнева, чтобы разрушить все в этих землях.",1456,1498149,1498157,1498161,1498153,1,0,0
721,Чертоги Доблести,"В облаках над Штормхеймом хранитель титанов Один собрал величайших врайкульских воинов Азерота, ставших его валарьярами. Там, рядом с ним, между пирами и охотой вознесенные врайкулы испытывают свою силу и стойкость, готовясь к грядущей великой войне. Искатели приключений должны пройти испытания в Чертогах и доказать, что достойны предстать перед Одином и заявить свои права на Эгиду Агграмара.",1477,1498150,1498158,1498162,1498154,0,0,0
726,Катакомбы Сурамара,"Под Сурамаром располагается сеть туннелей, по своему охвату превосходящая площадь самого города. Ночнорожденные зависят от силы Ночного Колодца, и именно по катакомбам Сурамара живительная мана циркулирует в пределах города. Это хитросплетение туннелей было прорыто не одну тысячу лет назад, и горожане, живущие среди самых величественных зданий Сурамара, даже не подозревают о том, что обитает прямо у них под ногами...",1516,1411845,1411857,1411869,1411851,0,0,0
727,Утроба Душ,"Достойнейших врайкульских воинов ждет вечная слава в сияющих Чертогах Доблести, однако души тех, кто жалок, слаб и проклят, отправляются в Утробу Душ. Там, на туманном берегу они ждут ""Нагльфар"" – жуткий корабль из жил и костей, который доставит их в Хельхейм, в когти Хелии.",1492,1411844,1411856,1411868,1411850,0,0,0
740,Крепость Черной Ладьи,"Вырубленная эльфийскими каменотесами из самой высокой горы в Валь'шаре крепость Черной Ладьи стала бастионом борьбы с Пылающим Легионом в ходе Войны Древних. Эта почти неприступная твердыня также представляет собой фамильную вотчину лорда Кур'талоса Гребня Ворона, бывшего некогда наставником самого Иллидана. Но после возвращения Легиона из крепости стала исходить странная темная энергия, а неупокоенные духи наводят ужас на окрестные земли.",1501,1411841,1411853,1411865,1411847,1,0,0
741,Огненные недра,,409,1396460,1396586,136346,1396505,0,0,0
742,Логово Крыла Тьмы,,469,1396454,1396580,136329,1396499,0,0,0
743,Руины Ан'Киража,,509,1396465,1396591,136320,1396510,0,0,0
744,Храм Ан'Киража,,531,1396467,1396593,136321,1396512,0,0,0
745,Каражан,,532,1396458,1396584,136343,1396503,0,0,0
746,Логово Груула,,565,1396456,1396582,136337,1396501,0,0,0
747,Логово Магтеридона,,544,1396459,1396585,136340,1396504,0,0,0
748,Змеиное святилище,,548,608160,608199,136356,608238,0,0,0
749,Око,,550,608179,608218,136362,608257,0,0,0
750,Битва за гору Хиджал,,534,608159,608198,136330,608237,0,0,0
751,Черный храм,,564,1396453,1396579,136328,1396498,0,0,0
752,Плато Солнечного Колодца,,580,1396466,1396592,136361,1396511,0,0,0
753,Хранилище Аркавона,,624,1396470,1396596,303841,1396515,0,0,0
754,Наксрамас,,533,1396461,1396587,136347,1396506,0,0,0
755,Обсидиановое святилище,,615,1396462,1396588,237594,1396507,0,0,0
756,Око Вечности,,616,1396455,1396581,237600,1396500,0,0,0
757,Испытание крестоносца,,649,1396468,1396594,311221,1396513,0,0,0
758,Цитадель Ледяной Короны,,631,1396457,1396583,336390,1396502,0,0,0
759,Ульдуар,,603,1396469,1396595,304502,1396514,0,0,0
760,Логово Ониксии,,249,1396463,1396589,329121,1396508,0,0,0
761,Рубиновое святилище,,724,1396464,1396590,366689,1396509,0,0,0
762,Чаща Темного Сердца,"Кошмар поглощает каждый дюйм некогда цветущего зеленого леса в тени Шаладрассила. Там, где старейшие и величайшие из друидов некогда хранили священные рощи, медитируя у корней Древа Жизни, ныне царит порча и безумие. Глубоко в чаще Владыка Кошмара Ксавий пытается сломить волю своего ценнейшего пленника.",1466,1411843,1411855,1411867,1411849,1,0,0
767,Логово Нелтариона,"Когда-то здесь обитал Хранитель Земли Нелтарион, впоследствии известный как Смертокрыл. После его гибели дрогбары, некогда поклонявшиеся великому дракону, построили в его древнем логове свою столицу. Теперь же предводитель дрогбаров Даргрул собирает здесь, в глубинах, огромную армию. Опираясь на мощь Молота Каз'горота, эта армия может уничтожить Крутогорье и поставить под угрозу безопасность всего Азерота.",1458,1450570,1450574,1450576,1450572,1,0,0
768,Изумрудный Кошмар,"Титаны создали Изумрудный Сон по образу и подобию самого Азерота. Идеальное зеркало, в котором отражается зеленый цветущий мир – каким он был бы, если бы так называемая ""цивилизация"" не исказила его. Много лет друиды и хранители – те, кто ближе всего к природе – отмечали признаки чужеродного присутствия в Изумрудном Сне. Ныне по Сну стремительно расползается порча, наведенная Легионом и Владыкой Кошмара Ксавием. Если не пресечь ее в корне, она может поразить весь Азерот.",1520,1452686,1452687,1452699,1452688,0,0,0
777,Штурм Аметистовой крепости,"После завершения кампании в Нордсколе и нападения синих драконов Аметистовая крепость была восстановлена, а в ее камерах поселились самые опасные слуги Короля-Лича. Теперь же, когда Даларан парит над Расколотыми островами как флагман обороны против Легиона, скрытая угроза снова подстерегает Кирин-Тор.",1544,1498147,1498155,1498159,1498151,0,0,0
786,Цитадель Ночи,"Цитадель Ночи – самое большое сооружение на Расколотых островах и одно из самых величественных во всем Азероте. Это зримое свидетельство высот, которых достигла цивилизация ночнорожденных. Эта тихая гавань вдали от скорбей мира построена вокруг Ночного Колодца, источника тайной магии, много веков питающего Сурамар. Но на другой стороне гавани над тем, что было прежде храмом Элуны, сгущается буря Скверны, а в дворцовых стенах обосновался сам Гул'дан, так что беды здесь не закончились, а лишь начинаются.",1530,1450571,1450575,1450577,1450573,0,0,0
800,Квартал Звезд,"По величественным улицам Сурамара разгуливают патрули Легиона, но аристократия ночнорожденных по-прежнему цепляется за свои привычки. В эту ясную ночь хохот гуляк далеко разносится в прохладном воздухе. Самый большой дворец в квартале знати открывает свои двери для большого светского раута. Ходят слухи, что сама Великий магистр Элисанда почтит вечеринку своим присутствием, чтобы воодушевить ближайших соратников в это непростое время.",1571,1498148,1498156,1498160,1498152,1,0,0
822,Расколотые острова,"Когда-то здесь находилась колыбель эльфийской цивилизации, и сердцем ее была древняя столица Сурамар – пока Раскол не разорвал эту землю на части. Под защитой Ночного Колодца Сурамар уцелел, но вокруг него все земли изрезаны ужасающими шрамами от той катастрофы. Но вот Гул'дан восстал из гробницы Саргераса, и ныне все – от лагерей тауренов на высоких пиках Крутогорья до рощ друидов в Валь'шаре и врайкульских поселений Штормхейма – живут в тени Легиона.",1520,1411842,1411854,1411866,1411848,2,0,0
860,Возвращение в Каражан,"История создания этой темной башни окутана тайной, но с самого начала ее судьба тесно связана с Хранителями Тирисфаля – некогда главным опорой Азерота в борьбе с Легионом. Теперь она известна прежде всего как пристанище Медива, чье трагическое предательство положило конец прежде непрерывной цепи Хранителей. Неудивительно, что Легион проявляет к Каражану особый интерес. Не жалея сил для захвата башни, демоны намереваются открыть новый фронт в войне с жителями Азерота.",1651,1537279,1537283,1537287,1537281,0,0,0
861,Испытание доблести,"Один томится в заточении в Чертогах Доблести с тех пор, как его предал Локен. Тем временем Хелия строит козни в своем царстве теней, покушаясь на души его воинов-валарьяров. Но недавно в земли Штормхейма пришли великие герои. Один призывает этих храбрецов пройти последнее испытание в надежде, что их сила и решимость помогут сместить баланс сил в его пользу и покончить с Хелией.",1648,1537280,1537284,1537288,1537282,0,0,0
875,Гробница Саргераса,"В этом священном храме Элуны нашла свое последнее пристанище поверженная аватара Саргераса. Эгвин рассчитывала, что аватара никогда не пробудится и останется навечно погребенной под толщей земли, однако исходящая от нее энергия снова привлекла к этому месту темные сущности. Когда в гробницу проник Гул'дан, он взломал защитные обереги Эгвин и открыл демонам портал в этот мир. Гробницу наводнили войска Легиона, охотящиеся за силой своего повелителя.",1676,1616104,1616106,1616207,1616105,0,0,0
900,Собор Вечной Ночи,"Когда-то верхние ярусы гробницы Саргераса служили местом поклонения Элуне. После вторжения Легиона адепты Скверны надругались над этим священным местом, изменив его на свой лад. Скоро здесь состоится битва, способная повернуть ход вторжения вспять. В то время как Армия погибели Легиона сражается в открытую против сил Скверны, небольшой отряд героев пробивается на верхние ярусы собора в отчаянной надежде вернуть Эгиду Агграмара на ее законное место.",1677,1616892,1616922,1616925,1616920,0,0,0
945,Престол Триумвирата,"Сияющие залы Престола Триумвирата когда-то были резиденцией правителей Аргуса – до тех пор, пока эредары не заключили свой гнусный пакт с Саргерасом. Разъяренный отступничеством Велена, Кил'джеден приказал оставить Престол и предать его забвению... ибо будущее эредаров отныне было связано с Легионом.

Некогда залитые светом залы и коридоры погрузились во мрак, и теперь от Престола исходит темная сила, влекущая тех, кто хочет подчинить себе могущество Бездны и обрушить его на своих врагов.",1753,1718202,1718213,1718526,1718205,0,0,0
946,"Анторус, Пылающий Трон","В сердце Аргуса находится Анторус, Пылающий Трон. Отсюда Саргерас начал кампанию Легиона по опустошению космоса.

Там, в труднодоступных глубинах планеты, идет работа по превращению первозданных сил в оружие тотального истребления. Если Легиону удастся пробудить их и заставить служить своему повелителю, всему сущему придет конец.",1712,1718200,1718211,1718524,1718203,0,0,0
959,Точки вторжения,"Аргус – главный оплот Легиона; на нем находится множество порталов, через которые демоны расползаются по Вселенной, словно чума. Нет числа тем мирам, которые уже пали под натиском демонов; все их ресурсы пошли на службу Легиону, а коренные жители либо были принуждены служить темному титану, либо умерли долгой и мучительной смертью.

Если не освободить эти миры, триумфальное шествие Легиона по Вселенной продолжится и не остановится до тех пор, пока в ней уже не останется ничего, кроме выжженных пустошей.",1520,1718201,1718212,1718525,1718204,2,0,0
968,Атал'Дазар,"На протяжении тысячелетий правители зандаларов обретали последнее пристанище в гробницах Атал'Дазара, расположенного на вершине горы Мугамба. Со временем пирамиды становились все изощреннее – в них даже начали строить специальные залы, способные вместить все богатства усопших. Но теперь это некогда священное место тронула порча пророка Зула и его преданной последовательницы Язмы, которые стремятся извратить силу древних королей, преследуя свои темные цели.",1763,1778888,1778892,1778896,1778890,1,0,0
1001,Вольная Гавань,"Вольная Гавань традиционно служила пристанищем пиратам, мошенникам и всем, кто не желал жить по законам Кул-Тираса. Теперь в городе всем заправляет братство Стальных Волн, которое стремится собрать все пиратские шайки под своим флагом. Небольшая группа героев должна проникнуть в город и устранить главарей пиратов, чтобы не дать головорезам объединиться в единую могущественную организацию.",1754,1778889,1778893,1778897,1778891,1,0,0
1002,Тол Дагор,"Тол Дагором, некогда бывшим хорошо охраняемой тюрьмой, теперь владеет корпорация Эшвейнов. Сюда отправляют на неопределенный срок всех неугодных самой корпорации.",1771,2177519,2178276,2178737,2177730,0,0,0
1012,ЗОЛОТАЯ ЖИЛА!!!,"Остров Кезан, разрушенный извержением горы Каджаро, стал богатым месторождением азерита. В погоне за огромными прибылями и титулом торгового принца шеф Разданк вместе со своими подручными из Торговой компании решил основательно заняться добычей азерита, чтобы производить оружие и продавать его любому, кто больше заплатит.",1594,2177517,2178274,2178735,2177728,0,0,0
1021,Усадьба Уэйкрестов,"Об усадьбе Уэйкрестов, некогда роскошном особняке правящего семейства Друствара, ходят мрачные слухи, с тех пор как лорд и леди Уэйкрест заперлись в доме и перестали выходить по неизвестной причине. Местные жители часто рассказывают истории о гнусных ритуалах, людях, пропадающих по ночам, и ужасных криках, доносящихся из усадьбы. Одно известно наверняка: в обители Уэйкрестов поселилось неведомое зло.",1862,2177521,2178278,2178742,2177732,1,0,0
1022,Подгнилье,"Под болотами Назмира медленно разрастается гнусная гниль. Если не покончить с этой порчей немедленно, она распространится по всему миру, подобно ненасытной чуме, оставляя после себя лишь разложение.",1841,2177518,2178275,2178736,2177729,0,0,0
1023,Осада Боралуса,"Леди Эшвейн направила свой флот на столицу. Боралус охватило пламя, и теперь небольшой группе героев предстоит навести порядок и помешать леди Эшвейн завоевать весь регион.",1822,2177515,2178272,2178733,2177726,0,0,0
1028,Азерот,"Многие угрозы миру на Азероте таятся в древних хранилищах или на вершинах парящих цитаделей, однако некоторые предпочитают не скрываться. Все, у кого есть голова на плечах, стараются держаться подальше от подобных ужасных созданий, однако отважные герои зачастую желают испытать свои силы, сразившись самыми могучими противниками.",1861,2177522,2178279,2178743,2177733,2,0,0
1030,Храм Сетралисс,"Много веков назад Сетралисс, могущественная лоа-змея, принесла себя в жертву, чтобы помешать Митраксу впустить на Азерот своего господина. После битвы преданные последователи перевезли ее останки и построили вокруг них храм, ожидая возрождения своей лоа. Теперь этим священным местом завладела темная сила, которая стремится обратить могущество Сетралисс во зло.",1877,2177516,2178273,2178734,2177727,1,0,0
1031,Ульдир,"Тысячелетия назад титаны в стремлении постичь природу своего извечного врага построили эти подземные лаборатории, чтобы исследовать плененных существ. Изучая энергию Бездны, с которой были связаны Древние боги, и выявляя ее слабости, они надеялись найти способ нейтрализовать ее. Они жестоко заблуждались. Лаборатория была запечатана, чтобы заточенные в ней ужасы никогда не вырвались на свободу. Но теперь печати сломаны...",1861,2177520,2178277,2178738,2177731,0,0,0
1036,Святилище Штормов,"Святилище Штормов – оплот власти дома Штормсонгов и жрецов моря. Здесь благословляют корабли, чтобы кул-тирасскому флоту не было равных в бою. Однако в священное место проникла темная сила, и теперь Кул-Тирас может навсегда лишиться флота.",1864,2177514,2178271,2178732,2177725,1,0,0
1041,Гробница королей,"Гробница королей – едва ли не самое священное место во всем Зандаларе. Каждый король, завоеватель и тиран, когда-либо правивший империей Зандалари, нашел свое пристанище в стенах этого великолепного некрополя, где потомки оберегают и почитают не только тело умершего, но и его дух.

Согласно традиции, входить сюда разрешается только зандаларским жрецам и правителям, однако сейчас Гробнице королей угрожает темная магия Зула, и вам предстоит отправиться туда и положить этому конец.",1762,2177512,2178269,2178730,2177723,1,0,0
1176,Битва за Дазар'алор,"Многие века город Дазар'алор служил центром великой и могущественной империи Зандалари. Его стражи неоднократно предотвращали покушения на жизнь короля Растахана, а его стены пережили множество испытаний. Но когда война достигла берегов Зулдазара, Альянс решил разыграть дерзкий гамбит, осадив золотую пирамиду, чтобы разорвать союзнические узы между зандаларами и Ордой.",2070,2482731,2482729,2482693,2482732,0,0,0
1177,Горнило Штормов,"Где-то под святилищем Штормов пробудилось древнее зло. Голоса, что свели с ума лорда Штормсонга, эхом отдаются в глубинах, а те, кто повинуется этому чудовищному зову, готовят темные ритуалы, призванные исполнить волю их господина. Неважно, что за ужасы питают их фанатичную преданность... ясно одно: с этим надо покончить раз и навсегда.",2096,2498192,2498193,2498195,2498194,0,0,0
1178,"Операция ""Мехагон""","Принц Эразмин возглавляет команду необычных союзников в отчаянном походе в самое сердце Мехагона. Им нужно как можно скорее одолеть армию механизированных чудовищ безумного гения и победить короля Мехагона, прежде чем созданное им устройство судного дня уничтожит все органические формы жизни на Азероте.",2097,3025319,3025325,3025336,3025327,0,0,0
1179,Вечный дворец,"Десять тысяч лет назад, когда воды океана сомкнулись над Зин-Азшари, королева Азшара заключила с Н'Зотом темную сделку – и тот превратил ее подданных в наг. За тысячелетия кровопролитных войн Азшара создала новую империю, покорив морские глубины, которые едва не стали ее могилой. Следуя традициям гостеприимства, она пригласила представителей Альянса и Орды в свой Вечный дворец, чтобы они стали свидетелями ее славного вознесения... и собственной гибели.",2164,3025318,3025320,3025335,3025326,0,0,0
1180,Ни'алота,"Ни'алота, Пробуждающийся Город, воспрял ото сна. Повинуясь Н'Зоту, армии Темной Империи грозят захватить весь мир и преобразить его в соответствии с замыслом господина. У жителей Азерота осталась одна надежда: активировать восстановленные кузни титанов, чтобы уничтожить Заразителя раз и навсегда. Но для того чтобы их сила поразила Н'Зота, защитники Азерота должны проникнуть глубоко в царство кошмаров и бросить вызов самому Древнему богу.",2217,3221462,3221463,3221466,3221464,0,0,0
1182,Смертельная тризна,"Совершив неслыханный акт предательства, силы Малдраксуса – мира, который должен защищать Темные Земли – вторглись в храм Отваги. Они украли аниму и забрали тела убитых кирий, чтобы использовать их для своих темных ритуалов. Если некромантов с ""Золрамуса"" не остановить, они разграбят весь Бастион, оставив за собой лишь смерть и разрушение.",2286,3759900,3759910,3759930,3759920,0,0,0
1183,Чумные каскады,"В глубине под разрушенным домом Чумы ждет своего часа самое страшное оружие Малдраксуса. Желающие завладеть им должны обыскать зачумленные развалины, чтобы добраться до заветного приза раньше остальных. От того, кто победит в этой гонке, зависит будущее всех Темных Земель.",2289,3759901,3759911,3759931,3759921,0,0,0
1184,Туманы Тирна Скитта,"Ночной народец всегда защищал цветущую рощу Тирна Скитт – священное место, таящее древние секреты. Легенда гласит, что неосторожные путники могут навеки заблудиться в этих залитых туманом тропах. Но теперь, когда Арденвельд ослаблен засухой, враги хотят присвоить себе могучую магию рощи, и даже исконные обитатели лесного царства сходят с ума от голода и отчаяния и пытаются поглотить то, чем так дорожит Королева Зимы.",2290,3759899,3759909,3759929,3759919,0,0,0
1185,Чертоги Покаяния,"Под руководством Обвинительницы Чертоги Покаяния служили древней цели Ревендрета. Их своды непрерывно оглашали крики страдания – но это было необходимо для того, чтобы грешники могли искупить свои грехи и не попасть в Утробу. Однако недавно возвысившегося Лорд-камергера заботит лишь одно: вытянуть как можно больше анимы, даже ценой возможного спасения души. Кто-то должен покончить с этой порочной практикой.",2287,3759898,3759908,3759928,3759918,0,0,0
1186,Шпили Перерождения,"Вознесшиеся к облакам Шпили Перерождения – средоточие силы Архонта и олицетворение высоких идеалов Бастиона. Правительница Бастиона много эпох пользовалась непререкаемым авторитетом среди кирий, воплощая собой добродетели долга и служения. Но ее власть оказалась под угрозой после того, как засуха анимы вызвала смуту среди перерожденных и заставила многих из них усомниться в вере, а одна из самых преданных последовательниц Архонта поддалась влиянию темных сил.",2285,3759903,3759913,3759933,3759923,0,0,0
1187,Театр Боли,"В Малдраксусе каждый должен все время испытывать себя и доказывать свою готовность защищать Темные Земли. И лучшее место для этого – Театр Боли, где армии претендентов сражаются друг с другом в надежде сойтись в поединке с одним из чемпионов. Жестокость! Анархия! Насилие! И, конечно, боль! Только самые сильные бойцы становятся защитниками своих домов, и лишь один из них может стать чемпионом арены.",2293,3759904,3759914,3759934,3759924,0,0,0
1188,Та Сторона,"У Бвонсамди есть потайной уголок в Темных Землях, который он называет Та Сторона. Когда мертвые стали попадать в Утробу, Бвонсамди укрыл в этих маленьких владениях своих верных троллей, спасая их от общей участи. Тем самым он нарушил старую сделку с Мве'залой, и теперь древний лоа явился, чтобы собрать урожай душ и покончить с их хранителем. Чтобы отразить это нападение и защитить своих последователей, Бвонсамди просит помочь ему собрать старые долги.",2291,3759905,3759915,3759935,3759925,0,0,0
1189,Кровавые катакомбы,"В глубинах замка Нафрия находятся Кровавые катакомбы – тюрьма, построенная сиром Денатрием для самых необычных пленников. Здесь они томятся тысячелетиями, пока слуги Владыки вытягивают и изучают их аниму. Мятежники из Грехопада знают об одной пленнице, которая может склонить чашу весов в войне с Денатрием на их сторону, и просят о помощи, чтобы спасти ее.",2284,3759902,3759912,3759932,3759922,0,0,0
1190,Замок Нафрия,"Сир Денатрий с незапамятных времен правил Ревендретом и вентирами, вытягивающими аниму из охваченных гордыней душ. Но когда засуха обрушилась на Темные Земли и страх сковал сердца их обитателей, Денатрий раскрыл свою истинную цель. Подняв мятеж, благородный принц Ренатал собирает уцелевших союзников, готовясь к отчаянной попытке проникнуть в замок Нафрия и свергнуть сира Денатрия.",2296,3759896,3759906,3759926,3759916,0,0,0
1192,Темные Земли,"Темные Земли лежат за пределами Азерота, сюда уходят души смертных после того, как покинут бренную оболочку. Раньше эти души судила могущественный Арбитр и направляла в разные царства загробного мира. Теперь же все они отправляются в Утробу на вечные муки. Обитатели Темных Земель – мирные кирии Бастиона, ночной народец Арденвельда, хитрые вентиры Ревендрета и воинственные некролорды Малдраксуса – должны объединить усилия, чтобы прервать этот ужасный поток.",2559,3850568,3850569,3850571,3850570,2,0,0
1193,Святилище Господства,"Много эпох Тюремщик был заключен в Утробе. Теперь его бесчисленные армии готовятся к бою, а Утроба разрастается, грозя поглотить Орибос. Перед лицом погибели Болвар повелел оставшимся союзникам атаковать сердце Торгаста, чтобы бросить Тюремщику вызов в месте его силы.",2450,4182018,4182020,4181530,4182023,0,0,0
1194,Тайный рынок Тазавеш,"Безжалостный босс картеля Со'лея задумала масштабную операцию, охватывающую несколько миров, чтобы завладеть секретами Прародителей. На ее пути стоит лишь опальный брокер Аль'далил и его случайные помощники, которые должны пройти через Тайный Рынок и остановить Со'лею, прежде чем она получит запретную силу.",2441,4182019,4182022,4181531,4182024,0,0,0
1195,Гробница Предвечных,"Тюремщик прорвал защиту Гробницы, загадочного средоточия Темных Земель. Если он захватит силу творения, то перестроит все мироздание и подчинит его воле Смерти. Герои Азерота вышли на борьбу с Зоваалом, пока он не покорил саму реальность. Чья решимость дрогнет первой?",2481,4423751,4423752,4423750,4425895,0,0,0
1196,Лощина Бурошкуров,"Лощина Бурошкуров – самое крупное поселение гноллов на Драконьих островах, где таятся неописуемые ужасы. Гниль сочится из лощины, поражая племена гноллов по всему Лазурному Простору и грозя уничтожить все живое. В глубине лощины предводительница Бурошкуров радостно делится нечестивыми знаниями со своими иссохшими родичами.",2520,4742820,4742923,4746635,4742933,0,0,0
